numprocesso;ano;modalidade;numcontrato;anocontrato;orgao
1424;2023;Pregão Eletrônico;2438;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1424;2023;Pregão Eletrônico;2441;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1424;2023;Pregão Eletrônico;2444;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1425;2023;Pregão Eletrônico;1915;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1425;2023;Pregão Eletrônico;1917;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1425;2023;Pregão Eletrônico;1919;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1425;2023;Pregão Eletrônico;1920;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1426;2023;Pregão Eletrônico;2365;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1426;2023;Pregão Eletrônico;2449;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1426;2023;Pregão Eletrônico;2454;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1426;2023;Pregão Eletrônico;2458;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1426;2023;Pregão Eletrônico;2461;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1426;2023;Pregão Eletrônico;2464;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1426;2023;Pregão Eletrônico;2469;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1427;2023;Pregão Eletrônico;1316;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1427;2023;Pregão Eletrônico;1318;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1428;2023;Pregão Eletrônico;646;2024;PRPREV - Serviço Social Autônomo PARANAPREVIDENCIA
1429;2023;Pregão Eletrônico;7645;2023;IAT - Instituto Água e Terra (Antigo IAP)
1430;2023;Pregão Eletrônico;7646;2023;IAT - Instituto Água e Terra (Antigo IAP)
1431;2023;Pregão Eletrônico;1872;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1432;2023;Pregão Eletrônico;1544;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1433;2023;Pregão Eletrônico;4404;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1433;2023;Pregão Eletrônico;4406;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1433;2023;Pregão Eletrônico;4411;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1433;2023;Pregão Eletrônico;4421;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1433;2023;Pregão Eletrônico;4423;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1434;2023;Pregão Eletrônico;1577;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1435;2023;Pregão Eletrônico;2003;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1435;2023;Pregão Eletrônico;2007;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1435;2023;Pregão Eletrônico;2008;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1436;2023;Pregão Eletrônico;2730;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1436;2023;Pregão Eletrônico;2757;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1436;2023;Pregão Eletrônico;2777;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1436;2023;Pregão Eletrônico;2782;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1436;2023;Pregão Eletrônico;2791;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1436;2023;Pregão Eletrônico;2809;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1436;2023;Pregão Eletrônico;2810;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1436;2023;Pregão Eletrônico;2811;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1436;2023;Pregão Eletrônico;2812;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1436;2023;Pregão Eletrônico;2813;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1436;2023;Pregão Eletrônico;3757;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1436;2023;Pregão Eletrônico;3759;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1436;2023;Pregão Eletrônico;3762;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1438;2023;Pregão Eletrônico;1527;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1440;2023;Pregão Eletrônico;2136;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1440;2023;Pregão Eletrônico;2145;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1442;2023;Pregão Eletrônico;4283;2024;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
1446;2023;Pregão Eletrônico;1873;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1446;2023;Pregão Eletrônico;1902;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1446;2023;Pregão Eletrônico;1903;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1446;2023;Pregão Eletrônico;1911;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1447;2023;Pregão Eletrônico;1259;2024;DER - Departamento de Estradas de Rodagem do Estado do Paraná
1448;2023;Pregão Eletrônico;1260;2024;DER - Departamento de Estradas de Rodagem do Estado do Paraná
1449;2023;Pregão Eletrônico;2376;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1449;2023;Pregão Eletrônico;2378;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1449;2023;Pregão Eletrônico;2380;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1449;2023;Pregão Eletrônico;2382;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1450;2023;Pregão Eletrônico;3001;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1450;2023;Pregão Eletrônico;3006;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1451;2023;Pregão Eletrônico;1825;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1451;2023;Pregão Eletrônico;1866;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1453;2023;Pregão Eletrônico;1190;2024;DER - Departamento de Estradas de Rodagem do Estado do Paraná
1455;2023;Pregão Eletrônico;936;2024;UNIOESTE HUOP - Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná
1457;2023;Pregão Eletrônico;1223;2024;UNIOESTE HUOP - Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná
1458;2023;Pregão Eletrônico;1062;2024;UNIOESTE HUOP - Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná
1459;2023;Pregão Eletrônico;1176;2024;UNIOESTE HUOP - Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná
1461;2023;Pregão Eletrônico;2093;2024;DER - Departamento de Estradas de Rodagem do Estado do Paraná
1462;2023;Pregão Eletrônico;2815;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1462;2023;Pregão Eletrônico;2820;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1463;2023;Pregão Eletrônico;869;2024;DER - Departamento de Estradas de Rodagem do Estado do Paraná
1464;2023;Pregão Eletrônico;3095;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1465;2023;Pregão Eletrônico;1579;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1465;2023;Pregão Eletrônico;1580;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1465;2023;Pregão Eletrônico;1587;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1467;2023;Pregão Eletrônico;3023;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1468;2023;Pregão Eletrônico;1554;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1469;2023;Pregão Eletrônico;3085;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1472;2023;Pregão Eletrônico;4367;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1472;2023;Pregão Eletrônico;4374;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1473;2023;Pregão Eletrônico;2849;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1473;2023;Pregão Eletrônico;2852;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1474;2023;Pregão Eletrônico;1827;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1474;2023;Pregão Eletrônico;1829;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1476;2023;Pregão Eletrônico;4540;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1476;2023;Pregão Eletrônico;4542;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1476;2023;Pregão Eletrônico;4550;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1476;2023;Pregão Eletrônico;4574;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1476;2023;Pregão Eletrônico;4575;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1476;2023;Pregão Eletrônico;4607;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1476;2023;Pregão Eletrônico;4610;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1476;2023;Pregão Eletrônico;4613;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1476;2023;Pregão Eletrônico;4621;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1476;2023;Pregão Eletrônico;4623;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1476;2023;Pregão Eletrônico;4626;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1477;2023;Pregão Eletrônico;2199;2024;DER - Departamento de Estradas de Rodagem do Estado do Paraná
1478;2023;Pregão Eletrônico;1767;2024;DER - Departamento de Estradas de Rodagem do Estado do Paraná
1479;2023;Pregão Eletrônico;3092;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1480;2023;Pregão Eletrônico;2057;2024;APPA - Administração dos Portos de Paranaguá e Antonina
1481;2023;Pregão Eletrônico;3044;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1482;2023;Pregão Eletrônico;3770;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1484;2023;Pregão Eletrônico;3771;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1485;2023;Pregão Eletrônico;1571;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1485;2023;Pregão Eletrônico;1572;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1486;2023;Pregão Eletrônico;3097;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1486;2023;Pregão Eletrônico;3098;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1487;2023;Pregão Eletrônico;2510;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1487;2023;Pregão Eletrônico;2520;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1487;2023;Pregão Eletrônico;2521;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1487;2023;Pregão Eletrônico;2522;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1487;2023;Pregão Eletrônico;2524;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1487;2023;Pregão Eletrônico;2529;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1488;2023;Pregão Eletrônico;1713;2024;UEL - Universidade Estadual de Londrina
1489;2023;Pregão Eletrônico;3032;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1490;2023;Pregão Eletrônico;2551;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1490;2023;Pregão Eletrônico;2553;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1490;2023;Pregão Eletrônico;2555;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1490;2023;Pregão Eletrônico;2557;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1491;2023;Pregão Eletrônico;4244;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1491;2023;Pregão Eletrônico;4248;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1491;2023;Pregão Eletrônico;4258;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1491;2023;Pregão Eletrônico;4260;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1491;2023;Pregão Eletrônico;4262;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1491;2023;Pregão Eletrônico;4263;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1492;2023;Pregão Eletrônico;2833;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1492;2023;Pregão Eletrônico;2836;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1492;2023;Pregão Eletrônico;2837;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1492;2023;Pregão Eletrônico;2838;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1492;2023;Pregão Eletrônico;2842;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1492;2023;Pregão Eletrônico;2845;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1493;2023;Pregão Eletrônico;3033;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1495;2023;Pregão Eletrônico;3626;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1497;2023;Pregão Eletrônico;2047;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1498;2023;Pregão Eletrônico;1692;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1499;2023;Pregão Eletrônico;2534;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1499;2023;Pregão Eletrônico;2537;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1499;2023;Pregão Eletrônico;2622;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1501;2023;Pregão Eletrônico;2969;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1501;2023;Pregão Eletrônico;2973;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1502;2023;Pregão Eletrônico;2473;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1502;2023;Pregão Eletrônico;2475;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1502;2023;Pregão Eletrônico;2478;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1502;2023;Pregão Eletrônico;2482;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1502;2023;Pregão Eletrônico;2484;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1502;2023;Pregão Eletrônico;2487;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1506;2023;Pregão Eletrônico;1693;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1508;2023;Pregão Eletrônico;2980;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1508;2023;Pregão Eletrônico;2990;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1510;2023;Pregão Eletrônico;2036;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1511;2023;Pregão Eletrônico;3111;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1512;2023;Pregão Eletrônico;2038;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1513;2023;Pregão Eletrônico;3086;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1515;2023;Pregão Eletrônico;3116;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1516;2023;Pregão Eletrônico;4079;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1517;2023;Pregão Eletrônico;2628;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1517;2023;Pregão Eletrônico;2631;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1517;2023;Pregão Eletrônico;2634;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1517;2023;Pregão Eletrônico;2636;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1517;2023;Pregão Eletrônico;2641;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1517;2023;Pregão Eletrônico;2651;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1517;2023;Pregão Eletrônico;2667;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1517;2023;Pregão Eletrônico;2670;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1517;2023;Pregão Eletrônico;2674;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1517;2023;Pregão Eletrônico;2675;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1518;2023;Pregão Eletrônico;1631;2024;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
1519;2023;Pregão Eletrônico;149;2024;UNICENTRO - Universidade Estadual do Centro-Oeste
1520;2023;Pregão Eletrônico;273;2025;UEL - Universidade Estadual de Londrina
1521;2023;Pregão Eletrônico;3697;2024;UEL - Universidade Estadual de Londrina
1522;2023;Pregão Eletrônico;3718;2024;UEL - Universidade Estadual de Londrina
1522;2023;Pregão Eletrônico;3719;2024;UEL - Universidade Estadual de Londrina
1;2023;Pregão Eletrônico (Lei Federal 14.133/2021);5382;2023;PMPR-COPOM - Centro de Operações Policiais-Militares - SESP
1;2023;Pregão Eletrônico (Lei Federal 14.133/2021);5770;2023;PMPR-BPTran - Batalhão de Polícia de Trânsito - SESP
1;2023;Pregão Eletrônico (Lei Federal 14.133/2021);5771;2023;PMPR-BPTran - Batalhão de Polícia de Trânsito - SESP
1;2023;Pregão Eletrônico (Lei Federal 14.133/2021);5804;2023;PMPR-COPOM - Centro de Operações Policiais-Militares - SESP
1;2023;Pregão Eletrônico (Lei Federal 14.133/2021);5875;2023;PMPR-AJGERAL - Ajudância-Geral do Comando-Geral da PMPR - SESP
1;2023;Pregão Eletrônico (Lei Federal 14.133/2021);5877;2023;PMPR-AJGERAL - Ajudância-Geral do Comando-Geral da PMPR - SESP
1;2023;Pregão Eletrônico (Lei Federal 14.133/2021);6065;2023;PMPR-CPE - Comando de Policiamento Especializado - SESP
1;2023;Pregão Eletrônico (Lei Federal 14.133/2021);6119;2023;PMPR-COGER - Corregedoria-Geral da Polícia Militar do Estado do Paraná - SESP
1;2023;Pregão Eletrônico (Lei Federal 14.133/2021);6199;2023;PMPR-COGER - Corregedoria-Geral da Polícia Militar do Estado do Paraná - SESP
1;2023;Pregão Eletrônico (Lei Federal 14.133/2021);6300;2023;PMPR-RPMon - Regimento de Polícia Montada - SESP
1;2023;Pregão Eletrônico (Lei Federal 14.133/2021);6601;2023;PMPR-BPRV - Batalhão de Polícia Rodoviária - SESP
1;2023;Pregão Eletrônico (Lei Federal 14.133/2021);7166;2023;PMPR-BPA - Batalhão da Polícia Ambiental - SESP
1;2023;Pregão Eletrônico (Lei Federal 14.133/2021);7167;2023;PMPR-BPA - Batalhão da Polícia Ambiental - SESP
1;2023;Pregão Eletrônico (Lei Federal 14.133/2021);7264;2023;PMPR-BPRV - Batalhão de Polícia Rodoviária - SESP
1;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1933;2024;ESPC - Escola Superior da Polícia Civil - SESP
1;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1935;2024;ESPC - Escola Superior da Polícia Civil - SESP
1;2023;Pregão Eletrônico (Lei Federal 14.133/2021);3064;2024;SUBPR-6CRPM - 6° Comando Regional da Polícia Militar - SESP
1;2023;Pregão Eletrônico (Lei Federal 14.133/2021);3200;2024;PMPR-BOPE - Batalhão de Operações Policiais Especiais - SESP
1;2023;Pregão Eletrônico (Lei Federal 14.133/2021);4860;2024;PMPR-BOPE - Batalhão de Operações Policiais Especiais - SESP
2;2023;Pregão Eletrônico (Lei Federal 14.133/2021);5871;2023;PMPR-CGPM - Comando Geral da Polícia Militar - SESP
4;2023;Pregão Eletrônico (Lei Federal 14.133/2021);4839;2023;SEAP - Secretaria de Estado da Administração e da Previdência
6;2023;Pregão Eletrônico (Lei Federal 14.133/2021);3521;2023;PRESP - Paraná Esporte (Antigo IPCE)
6;2023;Pregão Eletrônico (Lei Federal 14.133/2021);3522;2023;PRESP - Paraná Esporte (Antigo IPCE)
6;2023;Pregão Eletrônico (Lei Federal 14.133/2021);3523;2023;PRESP - Paraná Esporte (Antigo IPCE)
6;2023;Pregão Eletrônico (Lei Federal 14.133/2021);3524;2023;PRESP - Paraná Esporte (Antigo IPCE)
6;2023;Pregão Eletrônico (Lei Federal 14.133/2021);3528;2023;PRESP - Paraná Esporte (Antigo IPCE)
6;2023;Pregão Eletrônico (Lei Federal 14.133/2021);5197;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
7;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2322;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
7;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2402;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
7;2023;Pregão Eletrônico (Lei Federal 14.133/2021);3218;2024;PMPR-CGPM - Comando Geral da Polícia Militar - SESP
7;2023;Pregão Eletrônico (Lei Federal 14.133/2021);3219;2024;PMPR-CGPM - Comando Geral da Polícia Militar - SESP
7;2023;Pregão Eletrônico (Lei Federal 14.133/2021);4431;2024;PMPR-CGPM - Comando Geral da Polícia Militar - SESP
7;2023;Pregão Eletrônico (Lei Federal 14.133/2021);4963;2024;PMPR-CGPM - Comando Geral da Polícia Militar - SESP
7;2023;Pregão Eletrônico (Lei Federal 14.133/2021);4964;2024;PMPR-CGPM - Comando Geral da Polícia Militar - SESP
7;2023;Pregão Eletrônico (Lei Federal 14.133/2021);4978;2024;SEED - Secretaria de Estado da Educação
7;2023;Pregão Eletrônico (Lei Federal 14.133/2021);4984;2024;SEED - Secretaria de Estado da Educação
7;2023;Pregão Eletrônico (Lei Federal 14.133/2021);4985;2024;SEED - Secretaria de Estado da Educação
7;2023;Pregão Eletrônico (Lei Federal 14.133/2021);5739;2024;SEED - Secretaria de Estado da Educação
7;2023;Pregão Eletrônico (Lei Federal 14.133/2021);5740;2024;SEED - Secretaria de Estado da Educação
7;2023;Pregão Eletrônico (Lei Federal 14.133/2021);5742;2024;SEED - Secretaria de Estado da Educação
7;2023;Pregão Eletrônico (Lei Federal 14.133/2021);6076;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
7;2023;Pregão Eletrônico (Lei Federal 14.133/2021);6203;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
7;2023;Pregão Eletrônico (Lei Federal 14.133/2021);6267;2024;SEED - Secretaria de Estado da Educação
7;2023;Pregão Eletrônico (Lei Federal 14.133/2021);6268;2024;SEED - Secretaria de Estado da Educação
7;2023;Pregão Eletrônico (Lei Federal 14.133/2021);6269;2024;SEED - Secretaria de Estado da Educação
7;2023;Pregão Eletrônico (Lei Federal 14.133/2021);6951;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
7;2023;Pregão Eletrônico (Lei Federal 14.133/2021);7485;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
7;2023;Pregão Eletrônico (Lei Federal 14.133/2021);7682;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
7;2023;Pregão Eletrônico (Lei Federal 14.133/2021);999;2025;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
7;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1002;2025;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
7;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1003;2025;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
7;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1012;2025;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
8;2023;Pregão Eletrônico (Lei Federal 14.133/2021);4526;2023;SEED - Secretaria de Estado da Educação
8;2023;Pregão Eletrônico (Lei Federal 14.133/2021);4528;2023;SEED - Secretaria de Estado da Educação
8;2023;Pregão Eletrônico (Lei Federal 14.133/2021);4529;2023;SEED - Secretaria de Estado da Educação
9;2023;Pregão Eletrônico (Lei Federal 14.133/2021);106;2024;UNIOESTE HUOP - Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná
9;2023;Pregão Eletrônico (Lei Federal 14.133/2021);846;2024;UNIOESTE HUOP - Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná
9;2023;Pregão Eletrônico (Lei Federal 14.133/2021);847;2024;UNIOESTE HUOP - Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná
9;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2179;2024;SUBPR-5CRPM - 5° Comando Regional da Polícia Militar - SESP
9;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2180;2024;SUBPR-5CRPM - 5° Comando Regional da Polícia Militar - SESP
9;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2183;2024;SUBPR-5CRPM - 5° Comando Regional da Polícia Militar - SESP
9;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2184;2024;SUBPR-5CRPM - 5° Comando Regional da Polícia Militar - SESP
9;2023;Pregão Eletrônico (Lei Federal 14.133/2021);4025;2024;PMPR-BPRV - Batalhão de Polícia Rodoviária - SESP
9;2023;Pregão Eletrônico (Lei Federal 14.133/2021);4110;2024;PMPR-BPRV - Batalhão de Polícia Rodoviária - SESP
9;2023;Pregão Eletrônico (Lei Federal 14.133/2021);4506;2024;PMPR-COGER - Corregedoria-Geral da Polícia Militar do Estado do Paraná - SESP
