orgao;numprocesso;ano;modalidade;lote;classeitem;numeroitem;item;quantidade;valorunitario
SEAB-Secretaria de Estado da Agricultura e do Abastecimento;847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3;306;9859;Posto, TIPO: Servente de limpeza, com serviço de copa, CARGA HORÁRIA: 30 horas semanais, PERÍODO: De segunda a sexta, CARACTERÍSTICAS ADICIONAIS: Com uniforme, Equipamentos de Proteção Individual - EPI's, material e equipamento, UNID. DE MEDIDA: Unitário;1.00;3108.4200
SEAB-Secretaria de Estado da Agricultura e do Abastecimento;847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4;306;9860;Posto, Servente de limpeza com serviços de copa, 40 horas semanais, Segunda a sexta, CARACTERÍSTICAS ADICIONAIS: Com uniforme, Equipamentos de Proteção Individual - EPI's, material e equipamento, UNID. DE MEDIDA: Unitário;4.00;3926.8600
SEAB-Secretaria de Estado da Agricultura e do Abastecimento;847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4;306;91402;Posto, TIPO: Limpeza e conservação de área externa, serviços de jardinagem, roçada, poda, corte de grama, galho e tronco de árvore, CARACTERÍSTICAS ADICIONAIS: Com uniforme, Equipamentos de Proteção Individual - EPIs, material e equipamento, UNID. DE MEDIDA: Metro quadrado;2867.00;0.2800
SEAB-Secretaria de Estado da Agricultura e do Abastecimento;847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6;306;9860;Posto, Servente de limpeza com serviços de copa, 40 horas semanais, Segunda a sexta, CARACTERÍSTICAS ADICIONAIS: Com uniforme, Equipamentos de Proteção Individual - EPI's, material e equipamento, UNID. DE MEDIDA: Unitário;4.00;3933.1300
SECID-Secretaria de Estado das Cidades (Antigo SEDU);3;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;8910;1412;Chá, TIPO: Camomila, preparo instantâneo, INGREDIENTES: Flores e pedúnculos de camomila - matracaria recutial, CARACTERÍSTICAS ADICIONAIS: Isento de sujidades e substâncias estranhas a sua natureza, EMBALAGEM: Caixa contendo 15 saquinhos, UNID. DE MEDIDA: Unitário;160.00;2.5000
SECID-Secretaria de Estado das Cidades (Antigo SEDU);3;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3;8910;2097;Chá, TIPO: Hortelã, preparo instantâneo, INGREDIENTES: Folhas e ramos de hortelã (mentha piperita), CARACTERÍSTICAS ADICIONAIS: Isento de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Caixa com 15 saquinhos, UNID. DE MEDIDA: Unitário;100.00;2.5000
SECID-Secretaria de Estado das Cidades (Antigo SEDU);3;2024;Pregão Eletrônico (Lei Federal 14.133/2021);11;8907;4365;Adoçante dietético, ASPECTO: Líquido, COMPOSIÇÃO: À base de edulcorante artificial ciclamato de sódio, EMBALAGEM: Frasco plástico com bico dosador, tampa e lacre de segurança, PESO LÍQUIDO: 200ml, UNID. DE MEDIDA: Unitário;120.00;5.8500
SECID-Secretaria de Estado das Cidades (Antigo SEDU);15;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;5901;2511;Filtro de linha, 3 tomadas, Bivolt, TENSÃO DE ALIMENTAÇÃO: 127/220v, POTÊNCIA MÁXIMA: 1270w (em 127v) 2200w (em 220v), PADRÃO: Tripolar (2 polos e terra), CABO: Comprimento entre 1,30M e 1,50m, COR: Cinza e/ou grafite, CARACTERÍSTICAS ADICIONAIS: Botão liga/desliga, led sinalizador de funcionamento, porta fusível com unidade reserva, UNID. DE MEDIDA: Unitário;50.00;15.4500
SECID-Secretaria de Estado das Cidades (Antigo SEDU);33;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;7502;9572;Papel, TIPO: Sulfite, alcalino, FORMATO: A4, MEDIDA: Largura: 210mm, Comprimento: 297mm, COR: Branco, GRAMATURA: 75g/m², EMBALAGEM: Resma (500 folhas), CARACTERÍSTICA ADICIONAL: Não clorado e não reciclado, UNID. DE MEDIDA: Unitário;200.00;20.5300
SECID-Secretaria de Estado das Cidades (Antigo SEDU);112;2024;Pregão Eletrônico (Lei Federal 14.133/2021);27;7907;85056;Desodorizador de ambiente, APLICAÇÃO: Eliminação de odores, COMPOSIÇÃO: Álcool etílico, perfume, água, nitrato de sódio e sem CFC, AROMA: Diversos, EMBALAGEM: Frasco com 400ml (variação de +/- 10%), UNID. DE MEDIDA: Unitário;60.00;6.5900
SECID-Secretaria de Estado das Cidades (Antigo SEDU);847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;306;9858;Posto, Servente de limpeza, 30 horas semanais, De segunda a sexta, CARACTERÍSTICAS ADICIONAIS: Com uniforme, Equipamentos de Proteção Individual - EPI's, material e equipamento, UNID. DE MEDIDA: Unitário;1.00;3220.1200
SECID-Secretaria de Estado das Cidades (Antigo SEDU);847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;306;9863;Posto, TIPO: Auxiliar de serviços gerais, CARGA HORÁRIA: 20 horas semanais, PERÍODO: Segunda a sexta, CARACTERÍSTICAS ADICIONAIS: Com uniforme e Equipamentos de Proteção Individual - EPI's, UNID. DE MEDIDA: Unitário;1.00;2304.5100
SECID-Secretaria de Estado das Cidades (Antigo SEDU);847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4;306;9860;Posto, Servente de limpeza com serviços de copa, 40 horas semanais, Segunda a sexta, CARACTERÍSTICAS ADICIONAIS: Com uniforme, Equipamentos de Proteção Individual - EPI's, material e equipamento, UNID. DE MEDIDA: Unitário;1.00;3926.8600
SECID-Secretaria de Estado das Cidades (Antigo SEDU);847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4;306;9859;Posto, TIPO: Servente de limpeza, com serviço de copa, CARGA HORÁRIA: 30 horas semanais, PERÍODO: De segunda a sexta, CARACTERÍSTICAS ADICIONAIS: Com uniforme, Equipamentos de Proteção Individual - EPI's, material e equipamento, UNID. DE MEDIDA: Unitário;1.00;3169.4300
SECID-Secretaria de Estado das Cidades (Antigo SEDU);847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5;306;9859;Posto, TIPO: Servente de limpeza, com serviço de copa, CARGA HORÁRIA: 30 horas semanais, PERÍODO: De segunda a sexta, CARACTERÍSTICAS ADICIONAIS: Com uniforme, Equipamentos de Proteção Individual - EPI's, material e equipamento, UNID. DE MEDIDA: Unitário;1.00;3088.7000
SECID-Secretaria de Estado das Cidades (Antigo SEDU);847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6;306;9859;Posto, TIPO: Servente de limpeza, com serviço de copa, CARGA HORÁRIA: 30 horas semanais, PERÍODO: De segunda a sexta, CARACTERÍSTICAS ADICIONAIS: Com uniforme, Equipamentos de Proteção Individual - EPI's, material e equipamento, UNID. DE MEDIDA: Unitário;1.00;3174.4900
SECOM-Secretaria de Estado da Comunicação;24;2024;Pregão Eletrônico (Lei Federal 14.133/2021);10;9103;42332;Gás de cozinha, TIPO: Recarga de GLP P-45, EMBALAGEM: Botijão de 45kg, com lacre de segurança, marca da companhia de gás, etiqueta de instruções, isento de ferrugens, amassamentos acentuados, alças soltas ou base danificada, UNID. DE MEDIDA: Unitário;25.00;267.0000
SECOM-Secretaria de Estado da Comunicação;107;2024;Pregão Eletrônico (Lei Federal 14.133/2021);50;6510;12812;Álcool, Gel, 70% V/V, COMPOSIÇÃO: Álcool etílico, aloe vera e demais substâncias permitidas, SOLUBILIDADE: Total em água, COR: Incolor, AROMA: Neutro, USO: Antisséptico de mãos, EMBALAGEM: Frasco com válvula e bico dosador em plástico, PESO LÍQUIDO: 500ml, UNID. DE MEDIDA: Unitário;500.00;4.7100
SECOM-Secretaria de Estado da Comunicação;197;2024;Pregão Eletrônico (Lei Federal 14.133/2021);17;8910;1242;Açúcar, TIPO: Refinado, APRESENTAÇÃO: De primeira, COMPOSIÇÃO: Sacarose de cana de açúcar, TEOR SACAROSE: Mínimo 99,0% p/p, COR: Branco, AROMA: Próprio, SABOR: Doce, CARACTERÍSTICAS ADICIONAIS: Isento de sujidades, substâncias estranhas a sua natureza e não conter glúten, EMBALAGEM: Saco plástico de 5kg, UNID. DE MEDIDA: Unitário;200.00;17.9800
SECOM-Secretaria de Estado da Comunicação;1187;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2;8106;93308;Bobina de lona plástica, COR: Preta, MATERIAL: Polietileno de baixa densidade (PEBD), lisa, sem aspectos de umidade tipo olho de peixe ou escamas, DIMENSÃO: Largura: 4m, Comprimento: 100m, Espessura média: 100 micras (variação de +/- 7,5%), PESO DO TUBETE: 1,5kg a 2,1kg, CARACTERÍSTICAS ADICIONAIS: Dobrada em rolo com no máximo 62cm de altura, com peso mínimo de 40kg (variação de +/- 7,5%), desconsiderando o peso do tubete, EMBALAGEM: Em polietileno de alta densidade (PEAD), preferencialmente transparente, impermeável, em espessura compatível com o peso dos produtos, identificada com a logo da CEDEC em pelo menos duas faces no tamanho mínimo de 50% da dimensão total dos produtos, centralizada, impressa na própria embalagem, e também conter a inscrição VENDA PROIBIDA, com letras de tamanho igual ou superior a 2,5cm de altura na cor azul ou preta, UNID. DE MEDIDA: Unitário;3.00;450.0000
Secretaria da Educação do Estado do Rio Grande do Sul/RS;8;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;7003;83838;Gabinete de Recarga, CARACTERÍSTICAS ADICIONAIS: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;1000.00;2744.0000
SECRETARIA DE DEFESA SOCIAL ESTADO DE PERNAMBUCO;1388;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;6517;96830;Câmara Fria Mortuária, ESPECIFICAÇÃO: Dimensões externas sendo 0,99m de largura, 2,4m de profundidade e 2,0m de altura (variação de +/- 10%), capacidade para conservação de 2 corpos empilhados na vertical em gavetas separadas, fabricado em aço inoxidável padrão AISI 304 por dentro e por fora, apoio em pés de aço inoxidável AISI 304 embutidos na base e provido de rosca para corrigir nivelamento do piso, 2 (duas) portas em aço inoxidável AISI 304 interno e externo, dobradiças em aço inoxidável AISI 304, puxadores e dobradiças fixados por parafusos de aço inoxidável AISI 304, 2 (duas) macas móveis também em aço inoxidável AISI 304, acoplada aos trilhos através de guias especiais e providas de alças de aço inoxidável AISI 304, com capacidade de suportar no mínimo 150kg, sistema telescópico (sistema de rolagem por trilhos) por trilho duplo para cada corpo, com sistema de parada em 3 (três) estágios, para facilidade de reconhecimento do cadáver, motor elétrico de 11/4HP, para 220V 60Hz, base de aço de carbono, unidade evaporadora tipo forçador de ar compatível com a condensadora, composto por motores elétricos de 0,25HP, 220V, de alta impedância e lubrificados permanentemente para trabalhar a baixa temperatura, serpentina em tubo de cobre e aletas de alumínio, tensão de alimentação sendo 220V, monofásico ou bifásico, UNID. DE MEDIDA: Unitário;1.00;41800.0000
Secretaria de Educação do Estado do Espírito Santo - Sedu;8;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;7003;83838;Gabinete de Recarga, CARACTERÍSTICAS ADICIONAIS: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;1250.00;2744.0000
SECRETARIA DE ESTADO DA CIÊNCIA TECNOLOGIA E INOVAÇÃO (SCTI);1060;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4;7003;61049;Notebook, MEMÓRIA RAM: 16GB, Armazenamento SSD 512GB, CARACTERÍSTICAS ADICIONAIS: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;4.00;9750.0000
Secretaria de Estado da Educação de Santa Catarina - SED;528;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;4102;95505;"Ar Condicionado, TIPO: Split Hi Wall, ESPECIFICAÇÃO: Ciclo: Quente/frio, inverter, Capacidade mínima de refrigeração: 30.000 BTUs, (com tolerância de até 20% acima), Tecnologia: Inverter, Filtro: antibactéria, Gás refrigerante: R410-A e/ou outro gás permitido e considerado ecológico, com ausência de CFC, Coeficiente de Eficiência Energética de refrigeração de no mínimo: 3,20 &#8805; EER > 3,0 (B), Tensão: 220V, Alimentação elétrica: Não será permitido sistema de alimentação trifásico, Eficiência energética INMETRO/Procel: Classe A, Nível de Ruído máximo unidade interna 60 dB(A), Nível de Ruído máximo unidade externa 65 dB(A), Funções mínimas: Refrigeração / Desumidificação / Ventilação, Fluido Refrigerante, Vazão de ar mínima: 1000 m³/h, Direcionadores de ar: Horizontal/Vertical, Filtro: De fácil remoção e substituição, Cor: Branco, CARACTERÍSTICAS ADICIONAIS: Composto por unidade condensadora (externa), unidade evaporadora (interna), controle remoto, manual de uso e conservação em língua portuguesa, relação de rede de assistência técnica autorizada e certificado de garantia, Garantia: Todos os elementos especificados deverão ter garantia mínima de 24 meses contra defeitos de fabricação e de matéria prima, a contar da data do recebimento definitivo do bem, a Licitante deverá possuir no mínimo 10 pontos de assistência técnica credenciada no estado do Paraná, Identificação: Todas as unidades a serem entregues deverão ser fornecidas com uma gravação indelével contendo no mínimo as seguintes informações (fonte ARIAL 14 ou equivalente): Fornecedor com o CNPJ, fabricante com o CNPJ, edital, garantia de 24 meses a partir da data do recebimento definitivo do bem, EMBALAGEM: Construída de modo a evitar avarias durante o transporte e o armazenamento, os produtos deverão estar acondicionados de modo seguro, bem como permitir fácil conferência dos itens, cada embalagem deverá conter: Um aparelho de ar condicionado, relação de itens avulsos, um manual de instruções contendo orientações sobre instalação e forma de uso correto, manutenção e limpeza, procedimentos para acionamento da garantia, assistência técnica e certificado de garantia com número de série e da nota fiscal e, de forma visível, informações referentes ao manuseio, armazenamento e empilhamento máximo, UNID. DE MEDIDA: Unitário";5700.00;5147.2000
Secretaria de Estado da Educação, do Esporte e Lazer-SEEC/RN;8;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;7003;83838;Gabinete de Recarga, CARACTERÍSTICAS ADICIONAIS: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;295.00;2744.0000
SECRETARIA DE ESTADO DA FAZENDA DO MARANHÃO;1060;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6;7003;75908;Scanner de Mesa, CARACTERÍSTICAS ADICIONAIS: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;10.00;4273.0000
Secretaria de Estado da Justiça do Espírito Santo  SEJUS;54;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2;5801;91699;Rádio Transceptor Portátil, CARACTERÍSTICAS ADICIONAIS: Demais informações de acordo com o Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;200.00;3900.0000
Secretaria de Estado da Justiça - SEJUS;54;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2;5801;91699;Rádio Transceptor Portátil, CARACTERÍSTICAS ADICIONAIS: Demais informações de acordo com o Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;300.00;3900.0000
SECRETARIA DE ESTADO DA SAÚDE DE MINAS GERAIS;319;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;6515;47653;"Raio X móvel digital 300ma, Potência do gerador de 32kW. Raios X móvel com braço do tubo de raios X e um detector portátil conectado por fios.  ; Intervalo de kV: 40-125 kV (passos de 1 kV) ; Intervalo de mA: 50 a 320 mA ; Intervalo de mAs: 0,1 a 110; Tempos de exposição (depende da seleção de mAs): 0,001 a 1 s ; Filtros incorporados (1 mm Al + 0,1 mm Cu; 1 mm Al + 0,2 mm Cu; 2 mm Al) ; O braço do tubo pode ser girado em duas direções e o colimador também pode ser girado individualmente (+/- 120 graus); Com tubo do anodo giratório com um ponto focal de 0,8 mm/1,3 mm; Sistema é fornecido com uma estação de trabalho com tela de toque de 19"" que com bateria; A tela também pode ser girada lateralmente para transporte e para cima, em alturas de visualização diferentes. O sistema também vem com um detector plano portátil dentado (14""x17"") que vem com um cabo flexível de 6 m e permite visualização rápida da imagem. Luz de laser com o colimador, que possibilita o posicionamento do paciente em 1m SID. Procedimento rápido e certeiro, reduzindo o número de novas tentativas para posicionamento. Dispositivo de medição para indicação de produto dose-área, montado no colimador. O monitor está integrado no console do gerador, Resolução: 0,01 uGym2. Itens incluídos: Câmara de medição e placas eletrônicas instaladas no colimador, SOFTWARE: Consulta da lista de trabalho pode ser efetuada de modo amplo (genérico) ou específico (orientado para o paciente), e tanto interativamente (por solicitação do operador) como automaticamente (em segundo plano).  Mensagens sobre início e fim de etapas com referências aos itens da lista de trabalho de origem (dados do paciente e procedimento), uma lista de imagens exportadas e dados pós-exposição. Exportação de imagens, O recurso de exportação de imagens oferece o serviço de armazenamento para envio de imagens. Interface de impressão para impressão manual e automática. A interface de impressão permite a impressão manual e automática diretamente do ponto de trabalho. Possibilita que o usuário transfira imagens para uma impressora ligada em rede escolhendo diferentes modos de impressão:  Impressão automática de imagens em layouts de filmes predefinidos, de acordo com o exame, Impressão manual: posicionamento manual de imagens em layouts de filmes predefinidos ou posicionamento de imagens em uma composição de layout livre., Funcionalidade para gravar todas as imagens, estudos e imagens únicas do paciente em CDs ou DVDs diretamente no ponto de trabalho. A visualização do conteúdo do CD ou DVD será possível em: Qualquer PC padrão Licença de software relacionadas, UNID. DE MEDIDA: Unitário";11.00;450075.0100
SECRETARIA DE ESTADO DA SAÚDE DO ESPIRITO SANTO;319;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;6515;47653;"Raio X móvel digital 300ma, Potência do gerador de 32kW. Raios X móvel com braço do tubo de raios X e um detector portátil conectado por fios.  ; Intervalo de kV: 40-125 kV (passos de 1 kV) ; Intervalo de mA: 50 a 320 mA ; Intervalo de mAs: 0,1 a 110; Tempos de exposição (depende da seleção de mAs): 0,001 a 1 s ; Filtros incorporados (1 mm Al + 0,1 mm Cu; 1 mm Al + 0,2 mm Cu; 2 mm Al) ; O braço do tubo pode ser girado em duas direções e o colimador também pode ser girado individualmente (+/- 120 graus); Com tubo do anodo giratório com um ponto focal de 0,8 mm/1,3 mm; Sistema é fornecido com uma estação de trabalho com tela de toque de 19"" que com bateria; A tela também pode ser girada lateralmente para transporte e para cima, em alturas de visualização diferentes. O sistema também vem com um detector plano portátil dentado (14""x17"") que vem com um cabo flexível de 6 m e permite visualização rápida da imagem. Luz de laser com o colimador, que possibilita o posicionamento do paciente em 1m SID. Procedimento rápido e certeiro, reduzindo o número de novas tentativas para posicionamento. Dispositivo de medição para indicação de produto dose-área, montado no colimador. O monitor está integrado no console do gerador, Resolução: 0,01 uGym2. Itens incluídos: Câmara de medição e placas eletrônicas instaladas no colimador, SOFTWARE: Consulta da lista de trabalho pode ser efetuada de modo amplo (genérico) ou específico (orientado para o paciente), e tanto interativamente (por solicitação do operador) como automaticamente (em segundo plano).  Mensagens sobre início e fim de etapas com referências aos itens da lista de trabalho de origem (dados do paciente e procedimento), uma lista de imagens exportadas e dados pós-exposição. Exportação de imagens, O recurso de exportação de imagens oferece o serviço de armazenamento para envio de imagens. Interface de impressão para impressão manual e automática. A interface de impressão permite a impressão manual e automática diretamente do ponto de trabalho. Possibilita que o usuário transfira imagens para uma impressora ligada em rede escolhendo diferentes modos de impressão:  Impressão automática de imagens em layouts de filmes predefinidos, de acordo com o exame, Impressão manual: posicionamento manual de imagens em layouts de filmes predefinidos ou posicionamento de imagens em uma composição de layout livre., Funcionalidade para gravar todas as imagens, estudos e imagens únicas do paciente em CDs ou DVDs diretamente no ponto de trabalho. A visualização do conteúdo do CD ou DVD será possível em: Qualquer PC padrão Licença de software relacionadas, UNID. DE MEDIDA: Unitário";5.00;450075.0100
Secretaria de Estado de Educação - Mato Grosso do Sul;1175;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;105;84735;Prestação de Serviços Gráficos, TIPO: Caderno de Atividades do Estudante - Volume I, CARACTERÍSTICA ADICIONAL: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;72364.00;5.5700
Secretaria de Estado de Educação - Mato Grosso do Sul;1175;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;105;84732;Prestação de Serviços Gráficos, TIPO: Caderno de Atividades do Professor - Volume II, CARACTERÍSTICA ADICIONAL: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;3968.00;14.9500
Secretaria de Estado de Educação - Mato Grosso do Sul;1175;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;105;84733;Prestação de Serviços Gráficos, TIPO: Caderno de Atividades do Professor - Volume III, CARACTERÍSTICA ADICIONAL: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;3968.00;14.5300
Secretaria de Estado de Educação - Mato Grosso do Sul;1175;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;105;96790;Prestação de Serviços Gráficos, TIPO: Material Complementar de Alfabetização Educa Juntos - Livro Aluno 2º Ano - 2º Semestre, UNID. DE MEDIDA: Unitário;51000.00;7.4200
Secretaria de Estado de Educação - Mato Grosso do Sul;1175;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;105;96783;Prestação de Serviços Gráficos, TIPO: Material Complementar de Alfabetização Educa Juntos - Livro Professor 1º Ano, UNID. DE MEDIDA: Unitário;4204.00;19.9000
Secretaria de Estado de Educação - Mato Grosso do Sul;1175;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;105;96785;Prestação de Serviços Gráficos, TIPO: Material Complementar de Alfabetização Educa Juntos - Livro Professor 2º Ano, UNID. DE MEDIDA: Unitário;4204.00;19.4800
Secretaria de Estado de Educação - Mato Grosso do Sul;1175;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;105;97231;Prestação de Serviços Gráficos, TIPO: Material de apoio didático de língua portuguesa do Programa Educa Juntos, caderno do aluno 3º ano, UNID. DE MEDIDA: Unitário;73705.00;6.5500
Secretaria de Estado de Educação - Mato Grosso do Sul;1175;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;105;97319;Prestação de Serviços Gráficos, TIPO: Material de apoio didático de língua portuguesa do Programa Educa Juntos, caderno do aluno 4º ano, UNID. DE MEDIDA: Unitário;74422.00;7.1700
Secretaria de Estado de Educação - Mato Grosso do Sul;1175;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;105;97226;Prestação de Serviços Gráficos, TIPO: Material de apoio didático de língua portuguesa do Programa Educa Juntos, caderno do aluno 5º ano, UNID. DE MEDIDA: Unitário;50100.00;7.1900
Secretaria de Estado de Educação - Mato Grosso do Sul;1175;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;105;97228;Prestação de Serviços Gráficos, TIPO: Material de apoio didático de língua portuguesa do Programa Educa Juntos, caderno do professor 5º ano, UNID. DE MEDIDA: Unitário;2900.00;14.0000
Secretaria de Estado de Educação - Mato Grosso do Sul;1175;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;105;97225;Prestação de Serviços Gráficos, TIPO: Material de apoio didático de matemática do Programa Educa Juntos, caderno do professor 4º ano, UNID. DE MEDIDA: Unitário;3450.00;8.7400
Secretaria de Estado de Educação - Mato Grosso do Sul;1175;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;105;91944;Prestação de Serviços Gráficos, TIPO: Material de transição do 5º para 6º ano do ensino fundamental ações pedagógicas articuladas, CARACTERÍSTICA ADICIONAL: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;399.00;38.0000
SECRETARIA DE ESTADO DE SAÚDE DE PERNAMBUCO;817;2024;Pregão Eletrônico (Lei Federal 14.133/2021);11;6501;32029;Trastuzumabe Entansina, 100 mg, Pó liofilizado para solução injetável, Frasco-ampola, VIA DE ADMINISTRAÇÃO: Intravenosa, UNID. DE MEDIDA: Unitário;96.00;7493.6500
SECRETARIA DE ESTADO DE SAÚDE DE PERNAMBUCO;817;2024;Pregão Eletrônico (Lei Federal 14.133/2021);12;6501;32665;Trastuzumabe Entansina, 160 mg, Pó liofilizado para solução injetável, Frasco-ampola, VIA DE ADMINISTRAÇÃO: Intravenosa, UNID. DE MEDIDA: Unitário;144.00;11989.8600
SECRETARIA DE ESTADO DE SAÚDE DE PERNAMBUCO;838;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6;6501;60098;OLAPARIBE, 150 MG, Comprimido revestido, VIA DE ADMINISTRAÇÃO: Oral, UNID. DE MEDIDA: Unitário;8400.00;208.4000
Secretaria de Estado de Segurança Pública do Pará;54;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2;5801;91699;Rádio Transceptor Portátil, CARACTERÍSTICAS ADICIONAIS: Demais informações de acordo com o Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;100.00;3900.0000
SECRETARIA ESTADUAL DE SAÚDE DE PERNAMBUCO;828;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;6501;31994;Nintedanibe, 150 mg, Cápsula , Blister, VIA DE ADMINISTRAÇÃO: Oral, UNID. DE MEDIDA: Unitário;19800.00;189.8500
SEDEF-Secretaria de Estado do Desenvolvimento Social e Família;15;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;5901;2511;Filtro de linha, 3 tomadas, Bivolt, TENSÃO DE ALIMENTAÇÃO: 127/220v, POTÊNCIA MÁXIMA: 1270w (em 127v) 2200w (em 220v), PADRÃO: Tripolar (2 polos e terra), CABO: Comprimento entre 1,30M e 1,50m, COR: Cinza e/ou grafite, CARACTERÍSTICAS ADICIONAIS: Botão liga/desliga, led sinalizador de funcionamento, porta fusível com unidade reserva, UNID. DE MEDIDA: Unitário;200.00;15.4500
SEDEST-Secretaria de Estado do Desenvolvimento Sustentável (Antigo SEMA);3;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9;8907;1576;Adoçante dietético, ASPECTO: Líquido, COMPOSIÇÃO: Sucralose, CARACTERÍSTICAS ADICIONAIS: Isento de sujidades, substâncias estranhas a sua natureza e não conter glúten, EMBALAGEM: Frasco plástico com bico dosador, tampa e lacre de segurança, PESO LÍQUIDO: 75ml (variação de +/- 10%), UNID. DE MEDIDA: Unitário;50.00;5.7000
SEDEST-Secretaria de Estado do Desenvolvimento Sustentável (Antigo SEMA);3;2024;Pregão Eletrônico (Lei Federal 14.133/2021);12;8910;1414;Chá, TIPO: Mate queimado, preparo instantâneo, SABOR: Natural, INGREDIENTES: Folhas e talos tostados de erva mate ilex paraguariensis, CARACTERÍSTICAS ADICIONAIS: Isento de sujidades e substâncias estranhas a sua natureza, EMBALAGEM: Pacote com 500g, UNID. DE MEDIDA: Unitário;200.00;4.4400
SEDEST-Secretaria de Estado do Desenvolvimento Sustentável (Antigo SEMA);33;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;7502;9572;Papel, TIPO: Sulfite, alcalino, FORMATO: A4, MEDIDA: Largura: 210mm, Comprimento: 297mm, COR: Branco, GRAMATURA: 75g/m², EMBALAGEM: Resma (500 folhas), CARACTERÍSTICA ADICIONAL: Não clorado e não reciclado, UNID. DE MEDIDA: Unitário;200.00;20.5300
SEEC-Secretaria de Estado da Cultura (Antigo SECC);3;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;8910;1412;Chá, TIPO: Camomila, preparo instantâneo, INGREDIENTES: Flores e pedúnculos de camomila - matracaria recutial, CARACTERÍSTICAS ADICIONAIS: Isento de sujidades e substâncias estranhas a sua natureza, EMBALAGEM: Caixa contendo 15 saquinhos, UNID. DE MEDIDA: Unitário;500.00;2.5000
