orgao;numprocesso;ano;modalidade;lote;classeitem;numeroitem;item;quantidade;valorunitario
SEIA-Secretaria de Estado da Inovação e Inteligência Artificial (Antigo SEI);366;2023;Pregão Eletrônico (Lei Federal 14.133/2021);16;7303;3371;Suporte para coador de café, MATERIAL: Plástico, TAMANHO: 103, CARACTERÍSTICAS ADICIONAIS: Com base plana, UNID. DE MEDIDA: Unitário;20.00;7.4600
SEIA-Secretaria de Estado da Inovação e Inteligência Artificial (Antigo SEI);366;2023;Pregão Eletrônico (Lei Federal 14.133/2021);19;7303;3332;Peneira cozinha, MATERIAL: Tela fina em aço inoxidável, cabo em polipropileno com furo para pendurar, DIÂMETRO: 16cm (variação de +/- 10%), UNID. DE MEDIDA: Unitário;20.00;11.8800
SEIA-Secretaria de Estado da Inovação e Inteligência Artificial (Antigo SEI);494;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1;102;71196;Serviços de Alimentação, TIPO: Coffee Break, 04 (quatro) tipos de salgados, 03 (três) tipos de doces, CARACTERÍSTICAS ADICIONAIS: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;5000.00;20.0000
SEIA-Secretaria de Estado da Inovação e Inteligência Artificial (Antigo SEI);494;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2;102;71196;Serviços de Alimentação, TIPO: Coffee Break, 04 (quatro) tipos de salgados, 03 (três) tipos de doces, CARACTERÍSTICAS ADICIONAIS: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;2000.00;31.8100
SEIA-Secretaria de Estado da Inovação e Inteligência Artificial (Antigo SEI);494;2023;Pregão Eletrônico (Lei Federal 14.133/2021);3;102;71196;Serviços de Alimentação, TIPO: Coffee Break, 04 (quatro) tipos de salgados, 03 (três) tipos de doces, CARACTERÍSTICAS ADICIONAIS: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;2000.00;30.9900
SEIA-Secretaria de Estado da Inovação e Inteligência Artificial (Antigo SEI);494;2023;Pregão Eletrônico (Lei Federal 14.133/2021);5;102;71196;Serviços de Alimentação, TIPO: Coffee Break, 04 (quatro) tipos de salgados, 03 (três) tipos de doces, CARACTERÍSTICAS ADICIONAIS: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;1500.00;28.9900
SEIA-Secretaria de Estado da Inovação e Inteligência Artificial (Antigo SEI);715;2023;Pregão Eletrônico (Lei Federal 14.133/2021);3;7002;54699;Licença de Software, Demais informações de acordo com Termo de Referência, UNID. DE MEDIDA: Unitário;4.00;167.9900
SEIA-Secretaria de Estado da Inovação e Inteligência Artificial (Antigo SEI);715;2023;Pregão Eletrônico (Lei Federal 14.133/2021);3;201;65299;Prestação de Serviços, Garantia de Hardware e Software, Com Suporte técnico e Atualização Tecnológica, Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;4.00;400.0000
SEIA-Secretaria de Estado da Inovação e Inteligência Artificial (Antigo SEI);715;2023;Pregão Eletrônico (Lei Federal 14.133/2021);3;7003;60288;Switch Gerenciável 48 portas, CARACTERÍSTICAS ADICIONAIS: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;4.00;5704.0000
SEIA-Secretaria de Estado da Inovação e Inteligência Artificial (Antigo SEI);715;2023;Pregão Eletrônico (Lei Federal 14.133/2021);4;7002;54699;Licença de Software, Demais informações de acordo com Termo de Referência, UNID. DE MEDIDA: Unitário;2.00;835.8000
SEIA-Secretaria de Estado da Inovação e Inteligência Artificial (Antigo SEI);715;2023;Pregão Eletrônico (Lei Federal 14.133/2021);4;201;65299;Prestação de Serviços, Garantia de Hardware e Software, Com Suporte técnico e Atualização Tecnológica, Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;2.00;1057.6400
SEIA-Secretaria de Estado da Inovação e Inteligência Artificial (Antigo SEI);715;2023;Pregão Eletrônico (Lei Federal 14.133/2021);4;7003;58163;Switch Gerenciável 24 portas, CARACTERÍSTICAS ADICIONAIS: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;2.00;3161.0000
SEIA-Secretaria de Estado da Inovação e Inteligência Artificial (Antigo SEI);960;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1;105;59107;Prestação de Serviços, Pasta Personalizada com Bolsa Interna, CARACTERÍSTICA ADICIONAL: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;1000.00;0.9300
SEIA-Secretaria de Estado da Inovação e Inteligência Artificial (Antigo SEI);960;2023;Pregão Eletrônico (Lei Federal 14.133/2021);4;105;54621;Serviços gráficos, bloco para anotações, CARACTERÍSTICA ADICIONAL: Demais informações de acordo com Termo de Referência, UNID. DE MEDIDA: Unitário;1000.00;1.5700
SEIA-Secretaria de Estado da Inovação e Inteligência Artificial (Antigo SEI);960;2023;Pregão Eletrônico (Lei Federal 14.133/2021);5;105;55112;Serviços gráficos, Banner em lona, CARACTERÍSTICA ADICIONAL: Demais informações de acordo com Termo de Referência, UNID. DE MEDIDA: Unitário;50.00;48.8000
SEIA-Secretaria de Estado da Inovação e Inteligência Artificial (Antigo SEI);960;2023;Pregão Eletrônico (Lei Federal 14.133/2021);6;6702;58806;Tripé, para Banner, MATERIAL: Alumínio, CARACTERÍSTICAS ADICIONAIS: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;20.00;83.3200
SEIA-Secretaria de Estado da Inovação e Inteligência Artificial (Antigo SEI);1019;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1;127;51897;Prestação de Serviços, TIPO: Transporte de bens, incluindo fornecimento de mão de obra para carga e descarga, embalagens, equipamentos e ferramentas, montagem e desmontagem de mobiliário, seguro da mercadoria, vistoria dos locais onde serão efetuados os serviços, CARACTERÍSTICAS ADICIONAIS: Transporte para Curitiba e Região Metropolitana, UNID. DE MEDIDA: Metro cúbico;400.00;78.6100
SEIA-Secretaria de Estado da Inovação e Inteligência Artificial (Antigo SEI);1025;2023;Pregão Eletrônico (Lei Federal 14.133/2021);31;8504;6323;Toalha de papel, TIPO: Interfolhada, PADRÃO: 2 dobras, COMPOSIÇÃO: 100% fibras de celulose virgem, não reciclado, COR: Branca, DIMENSÃO: Largura: 20cm, Comprimento: 22cm, (variação de +/- 10%), GRAMATURA: 27g/m² a 29g/m², EMBALAGEM: Caixa ou fardo plástico com 2000 folhas, embaladas internamente em 8 maços de 250 folhas cada, CARACTERÍSTICAS ADICIONAIS: De primeira qualidade, alta absorção e sem odor, UNID. DE MEDIDA: Unitário;1000.00;25.0000
SEIA-Secretaria de Estado da Inovação e Inteligência Artificial (Antigo SEI);1025;2023;Pregão Eletrônico (Lei Federal 14.133/2021);71;8504;16690;Papel higiênico, TIPO: Gofrado, folha dupla de alta qualidade e alta absorção, USO: Dispenser, MEDIDA: Largura: 10cm, Comprimento: 250m (variação de +/- 2%), FRAGRÂNCIA: Neutra, COR: Branco, COMPOSIÇÃO: 100% fibras de celulose virgem, não reciclado, EMBALAGEM: Rolo com 250m, CARACTERÍSTICAS ADICIONAIS: Ausência de furos, rasgos, manchas, cheiro ou quaisquer substâncias nocivas à saúde, UNID. DE MEDIDA: Unitário;2000.00;11.0000
SEIC-Secretaria de Estado da Indústria, Comércio e Serviços;27;2023;Pregão Eletrônico (Lei Federal 14.133/2021);5;7504;3172;Caixa arquivo, MATERIAL: Polipropileno corrugado (polionda montada), IMPRESSÃO: Com quadro de identificação na cor preta, COR: Azul, DIMENSÃO APROXIMADA: 135mm x 250mm x 360mm (variação +/- 5%), CARACTERÍSTICAS ADICIONAIS: Desmontável, com furos nas laterais para ventilação, duas abas para sustentação da tampa e trava para fechamento, UNID. DE MEDIDA: Unitário;30.00;3.3200
SEIC-Secretaria de Estado da Indústria, Comércio e Serviços;38;2023;Pregão Eletrônico;2;7502;9572;Papel, TIPO: Sulfite, alcalino, FORMATO: A4, MEDIDA: Largura: 210mm, Comprimento: 297mm, COR: Branco, GRAMATURA: 75g/m², EMBALAGEM: Resma (500 folhas), CARACTERÍSTICA ADICIONAL: Não clorado e não reciclado, UNID. DE MEDIDA: Unitário;60.00;18.9600
SEIC-Secretaria de Estado da Indústria, Comércio e Serviços;116;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1;112;51285;Prestação de Serviços de Locação, TIPO: Equipamento de Reprografia do Tipo 04, Impressora Multifuncional Policromática, CARACTERÍSTICAS ADICIONAIS: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;1.00;188.5000
SEIC-Secretaria de Estado da Indústria, Comércio e Serviços;116;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1;112;39494;Prestação de Serviços, TIPO: Digitalização de qualquer tipo (Mono ou Color), com soluções de softwares, CARACTERÍSTICAS ADICIONAIS: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;1000.00;0.0000
SEIC-Secretaria de Estado da Indústria, Comércio e Serviços;116;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1;112;56537;Prestação de Serviços, TIPO: Impressão e Cópias, Colorida - A4, CARACTERÍSTICAS ADICIONAIS: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;500.00;0.2100
SEIC-Secretaria de Estado da Indústria, Comércio e Serviços;116;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1;112;85060;Prestação de Serviços, TIPO: Impressão e Cópias, Monocromática / Colorida - A4, CARACTERÍSTICAS ADICIONAIS: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;3000.00;0.0200
SEIC-Secretaria de Estado da Indústria, Comércio e Serviços;960;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1;105;59107;Prestação de Serviços, Pasta Personalizada com Bolsa Interna, CARACTERÍSTICA ADICIONAL: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;1000.00;0.9300
SEIC-Secretaria de Estado da Indústria, Comércio e Serviços;960;2023;Pregão Eletrônico (Lei Federal 14.133/2021);4;105;54621;Serviços gráficos, bloco para anotações, CARACTERÍSTICA ADICIONAL: Demais informações de acordo com Termo de Referência, UNID. DE MEDIDA: Unitário;1000.00;1.5700
SEIC-Secretaria de Estado da Indústria, Comércio e Serviços;960;2023;Pregão Eletrônico (Lei Federal 14.133/2021);5;105;55112;Serviços gráficos, Banner em lona, CARACTERÍSTICA ADICIONAL: Demais informações de acordo com Termo de Referência, UNID. DE MEDIDA: Unitário;17.00;48.8000
SEIC-Secretaria de Estado da Indústria, Comércio e Serviços;960;2023;Pregão Eletrônico (Lei Federal 14.133/2021);7;6702;58806;Tripé, para Banner, MATERIAL: Alumínio, CARACTERÍSTICAS ADICIONAIS: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;17.00;83.3200
SEIC-Secretaria de Estado da Indústria, Comércio e Serviços;1031;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2;7003;95654;"Desktop, PLACA-MÃE (MOTHERBOARD): Deverá implementar: Função de registro de número de patrimônio em memória não volátil, Implementar mecanismo de proteção de gravação de número do patrimônio, Controle de permissão de acesso através de senhas, sendo uma para inicializar o computador e outra para ter acesso aos recursos de administração de BIOS, Controladoras de discos rígidos SATA e M.2: 2 (dois) ou mais dispositivos no padrão SATA, sendo pelo menos um de 6,0 Gb/s, 1 (um) ou mais dispositivos padrão M.2 PCIe Gen 3 (para disco SSD  Solid State Drive), Controladora USB com suporte a dispositivos externos: 3 (três) ou mais interfaces no padrão USB 2.0 ou superior, 3 (três) ou mais interfaces no padrão USB 3.2, ou superior, 1 (uma) ou mais interfaces no padrão USB Tipo C, A soma de todas as interfaces USB deverá permitir conectar 7 (sete) ou mais dispositivos diretamente, Controladora de áudio: 1 (uma) saída estéreo, 1 (uma) entrada de microfone, Ambas podem ser ofertadas numa só interface de áudio composto que permita uso simultâneo de entrada de microfone e saída estéreo (combo), Memória RAM: Possuir no mínimo 2 (dois) slots de memória DDR4, ou tecnologia superior, Permitir no mínimo expansão para 32 GB, ou valor superior, Módulo TPM (Trusted Platform Module) para criptografia das chaves do sistema: Integrado a placa-mãe (motherboard) e sem uso de conectores, de forma que não permita remoção do módulo, Implementação por chip dedicado, Versão 2.0 ou superior, O FABRICANTE deve ser registrado na ""Membership List"" do Trusted Computing Group (TCG), acessível pelo website https://trustedcomputinggroup.org/membership/member-companies/#cwy-members-list, ou endereço que o venha substituir, estando na categoria Promoter ou ""Contributor"", de forma a atestar que os seus equipamentos estão em conformidade com a especificação do TCG, A verificação do chip deve ser feita no endereço https://trustedcomputinggroup.org/membership/certification/tpm-certified-products/, ou endereço que o venha substituir, Slots PCIe: 1 (um) slot livre padrão PCIe X16, Gen 3 ou superior, Chipset: Deverá ser do mesmo fabricante do processador, Deverá suportar velocidade do barramento de comunicação com o processador ofertado, Operar com dois canais simultâneos (Dual Channel), BIOS, Deverá estar em conformidade como Padrão UEFI na versão 2.6 ou superior (uefi.org/specsandtesttools ou endereço que o venha substituir), O FABRICANTE deve ser registrado na Membership List do Unified Extensible Firmware Interface Forum, acessível pelo website www.uefi.org/members, ou endereço que o venha substituir, estando na categoria ""Promoters"" ou ""Contributors"", de forma a atestar que os seus equipamentos estão em conformidade com a especificação UEFI, Deverá ser desenvolvida pelo fabricante do equipamento ou este deverá ter direitos (COPYRIGHT) sobre esta BIOS, Deverá ser apresentada declaração do FABRICANTE da BIOS que o fabricante do equipamento possui livre direito de edição sobre a BIOS, garantindo assim manutenção (adaptações, correções) do equipamento adquirido, Deverá prover suporte à SMBIOS, ACPI, atualização e configuração da BIOS, Suporte do recurso PXE (Pre-boot Execution Environment) e WOL (Wake on LAN), Deverá possuir interface gráfica e diagnóstico dos componentes do equipamento, quando necessário intervenção do suporte técnico, A data da versão da BIOS deverá ser igual ou superior a 1º de julho de 2023, Deverá possuir alto-falante interno para indicar possíveis erros de hardware, PROCESSADOR DE 64 BITS: Arquitetura ""desktop"", Plataforma Intel Core ou AMD Ryzen: O processador ofertado deve possuir desempenho mínimo conforme avaliação do software Performance Test da Passmark, A comprovação deverá ser específica para o equipamento que está sendo ofertado, Só será aceito processador lançado a partir do primeiro trimestre de 2023 (Q1 2023), comprovado através do site do FABRICANTE do processador, Dissipador e ventilador (cooler) do mesmo fabricante do processador ou homologado pelo fabricante do equipamento de acordo com as recomendações do fabricante do processador, INTERFACE DE REDE INTERNA: Ethernet com velocidades 10/100/1000 Base-T/Tx: Implementar as funções Wale-On-LAN (WOL) e PXE 2.0, Auto-negotiation (suporte a negociação automática de velocidade, modos Half/Full duplex e inversão de pares de TX/RX), Conector RJ-45, CONTROLADORA DE VÍDEO: Placa de vídeo on-board, 2 (duas) saídas digitais, podendo ser padrão HDMI ou DisplayPort, Suporte simultâneo a 2 monitores, Resolução mínima 3.840 x 2.160 pixeis, na saída de vídeo digital, Compatível com a tecnologia DirectX 12, ou superior, Compatível com a tecnologia OpenGL 4.5, ou superior, MEMÓRIA RAM: DDR4, 3.200 MT/s ou superior, 2 (dois) módulos de 8 GB, totalizando 16 GB, Os pentes de memória devem ser homologados pelo fabricante do equipamento ofertado, UNIDADE DE ARMAZENAMENTO SSD: Tecnologia M.2 PCIe NVMe Gen 3, Capacidade de armazenamento de 256 GB, Velocidade de leitura mínima de 2.200 MB/s, Velocidade de gravação mínima de 1.500 MB/s, GABINETE: Com slot de segurança furado no próprio gabinete para tranca tipo ""Kensington"", ou similar, que trave todas as partes do gabinete, Sensor de intrusão com gerador de alertas, Deve também implementar a geração de logs de intrusão e gravar na BIOS, 7 (sete) ou mais interfaces padrão USB, sendo no mínimo 2 (duas) frontais, Uma das interfaces USB deve ser Tipo C, Conector(es) de entrada e saída de áudio 3,5 mm, sendo aceita interface tipo combo, Fonte interna Bivolt (127 V e 220 V): Com correção de fator de potência ativo, Eficiência de mínima de 90%, 92% e 89% em regimes de carga de 20%, 50% e 100% da capacidade de carga equivalente à certificação 80 PLUS PLATINUM e verificável no endereço https://www.clearesult.com/80plus/ ou outro endereço que o venha substituir, devendo constar no site o nome do fabricante e o modelo da fonte do equipamento ofertado, Caso a PROPONETE não tenha na sua linha do produto ofertado fonte certificada 80 PLUS PLATINUM, será aceita fonte com eficiência de mínima de 87%, 90% e 87% em regimes de carga de 20%, 50% e 100% da capacidade de carga equivalente a certificação 80 PLUS GOLD e verificável no endereço https://www.clearesult.com/80plus/ ou outro endereço que o venha substituir, devendo constar no site o nome do fabricante e o modelo da fonte do equipamento ofertado, Todas as conexões internas à placa-mãe e aos periféricos devem ser feitas diretamente, sem uso de adaptadores ou extensores, Com capacidade de suportar os componentes solicitados, Cabo de força NBR-14.136 com no mínimo 1,8 m de comprimento, Volume máximo de 8.500 cm3 (altura x largura x profundidade), ou 8,5 litros, Admite-se que o volume possa exceder até 5,0% o volume máximo solicitado, O gabinete deverá possuir em seu corpo, o modelo, o número de série e/ou etiqueta de serviço que identifique unicamente o equipamento perante o FABRICANTE, As informações deverão possibilitar acesso à configuração de fábrica, obtenção de drivers atualizados, correções de problemas, firmwares e outras informações para bom funcionamento do equipamento, O gabinete deverá ter rigidez suficiente para suportar a colocação do monitor ofertado, quando estiver em posição horizontal, Não serão aceitos gabinetes de MiniPC com fontes externas, PERIFÉRICOS: Mouse ótico com resolução de 1000 dpi, 2 (duas) teclas, dispositivo de rolagem (scroll), interface USB e com mouse pad, Teclado com interface USB, padrão ABNT2, resistente a respingos ou derramamento acidental de líquidos, O comprimento mínimo dos cabos do teclado e do mouse deve ser de 1,8 m, sem uso de adaptadores ou extensões, Mouse e teclado deverão, obrigatoriamente, ser do mesmo FABRICANTE do equipamento fornecido, Será aceito o regime de OEM (Original Equipment Manufacturer), desde que devidamente comprovado pelo FABRICANTE, Possuir a mesma tonalidade do gabinete (cor), não sendo aceito o emprego de mouses e teclados de livre comercialização no mercado, Devem ter a logomarca do FABRICANTE do desktop no corpo de ambos os dispositivos, gravados em baixo-relevo, Serão aceitos, como alternativa, que ambos dispositivos impressão a laser ou serigrafia, Nesse caso deverá ser demonstrado através de certificado de qualidade que a gravação resistirá no corpo dos acessórios durante o período de garantia, O mouse pad pode ser de livre comercialização, Cabos de segurança padrão ""Kensington"" ou similar: 1 (um) cabo de segurança com cadeado ou fechadura com chave que permita travar dois equipamentos, ou seja, com uma trava para o desktop e uma outra trava para o monitor, sem adaptações ou 2 (dois) cabos de segurança com cadeado ou fechadura com chave, ou seja, um cabo para o desktop e outro cabo para o monitor, CARACTERÍSTICAS ADICIONAIS: Compatibilidade, sistema operacional, certificações, requisitos de qualidade, garantia, manuais, drivers, acessórios e demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário";35.00;2753.1800
SEIC-Secretaria de Estado da Indústria, Comércio e Serviços;1031;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2;7003;95762;Monitor, ESPECIFICAÇÃO: LCD com dimensão de 21 polegadas, ou superior, Tecnologia de iluminação LED, Resolução nativa de 1920 x 1080 pixels, ou resoluções superiores, Luminância de 250 nit ou 250 cd/m2, ou superior, Entrada digital DisplayPort ou HDMI, do mesmo tipo que a saída de vídeo principal do desktop, Botões e controles: Botão liga/desliga, Botões para ajustes de brilho contraste e nitidez, independentes ou tipo 'JOG' (múltiplas posições para emular as funções solicitadas), Os controles podem ser auxiliados por recurso de tela (OSD), Fonte Interna bivolt (127 V e 220 V) com ajuste automático de tensão, Gabinete com slot para tranca de segurança tipo 'Kensington', ou similar, Pedestal: Pedestal nativo com regulagem de inclinação frontal de -2 graus a +15 graus, Regulagem de altura de 100 mm, ou superior, O gabinete deverá possuir em seu corpo o modelo, o número de série e/ou etiqueta de serviço que identifique unicamente o equipamento perante o fabricante, As informações deverão possibilitar acesso à configuração de fábrica, obtenção de drivers atualizados, correções de problemas, firmwares e outras informações para bom funcionamento do equipamento, Em relação à qualidade da tela, a norma ISO 13.406-2 admite dois pixeis apagados (dead pixels) por um milhão de pixeis para monitores de Classe II, norma adotada como requisito de qualidade pelos fabricantes de monitores domésticos e corporativos, Deverá ser fornecido cabo de força NBR NBR-14.136, sem adaptações, Deverá ser fornecido cabo de vídeo compatível com a saída de vídeo digital ofertada, sem adaptações, Os cabos de força e de vídeo deverão ter no mínimo 1,8 m de comprimento., UNID. DE MEDIDA: Unitário;11.00;532.0000
SEIC-Secretaria de Estado da Indústria, Comércio e Serviços;1031;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2;208;95797;Prestação de Serviços, TIPO: Garantia de 60 (sessenta) meses on-site, para monitor, UNID. DE MEDIDA: Unitário;11.00;130.0000
SEIC-Secretaria de Estado da Indústria, Comércio e Serviços;1031;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2;208;95645;Prestação de Serviços, TIPO: Garantia de 60 (sessenta) meses on-site, UNID. DE MEDIDA: Unitário;35.00;296.0000
SEIL-Secretaria de Estado da Infraestrutura e Logística;276;2023;Pregão Eletrônico;2;7205;84241;Micro-ondas, CAPACIDADE MÍNIMA: 27 litros, CARACTERÍSTICAS ADICIONAIS: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;5.00;610.9700
SEIL-Secretaria de Estado da Infraestrutura e Logística;334;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2;105;86691;Prestação de Serviços, TIPO: Confecção de Cordão Personalizado para Crachá, CARACTERÍSTICA ADICIONAL: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;200.00;1.8600
SEIL-Secretaria de Estado da Infraestrutura e Logística;334;2023;Pregão Eletrônico (Lei Federal 14.133/2021);3;105;86692;Prestação de Serviços, TIPO: Confecção de Porta Crachá Personalizado, CARACTERÍSTICA ADICIONAL: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;200.00;0.4000
SEIL-Secretaria de Estado da Infraestrutura e Logística;334;2023;Pregão Eletrônico (Lei Federal 14.133/2021);4;105;85882;Prestação de Serviços, Confecção de Crachá Personalizado, CARACTERÍSTICA ADICIONAL: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;200.00;3.3800
SEIL-Secretaria de Estado da Infraestrutura e Logística;366;2023;Pregão Eletrônico (Lei Federal 14.133/2021);7;7303;2624;Garrafa térmica, TIPO: Pressão, CAPACIDADE: 1 litro, MODELO: Lisa, MATERIAL: Corpo plástico, ampola de vidro, COR: Preta, branca ou azul escuro, CARACTERÍSTICAS ADICIONAIS: Com alça, UNID. DE MEDIDA: Unitário;60.00;33.9000
SEIL-Secretaria de Estado da Infraestrutura e Logística;366;2023;Pregão Eletrônico (Lei Federal 14.133/2021);11;7303;3248;Garrafa térmica, TIPO: Pressão, CAPACIDADE: 1,8 litros, MODELO: Lisa, MATERIAL: Corpo com revestimento em aço inox, ampola de vidro e tampa em polipropileno, CARACTERÍSTICAS ADICIONAIS: Com alça , UNID. DE MEDIDA: Unitário;30.00;56.9500
SEIL-Secretaria de Estado da Infraestrutura e Logística;715;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1;7003;65579;Ponto de Acesso sem fio gerenciado (Wi-Fi Acess Point AP), CARACTERÍSTICAS ADICIONAIS: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;15.00;2000.0000
SEIL-Secretaria de Estado da Infraestrutura e Logística;715;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1;201;47120;Serviços de instalação, configuração, suporte e garantia, Para o ponto de acesso sem fio gerenciado (Wifi Acess Point - AP), UNID. DE MEDIDA: Unitário;15.00;1189.3000
SEIL-Secretaria de Estado da Infraestrutura e Logística;715;2023;Pregão Eletrônico (Lei Federal 14.133/2021);3;7002;54699;Licença de Software, Demais informações de acordo com Termo de Referência, UNID. DE MEDIDA: Unitário;1.00;167.9900
SEIL-Secretaria de Estado da Infraestrutura e Logística;715;2023;Pregão Eletrônico (Lei Federal 14.133/2021);3;201;65299;Prestação de Serviços, Garantia de Hardware e Software, Com Suporte técnico e Atualização Tecnológica, Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;1.00;400.0000
SEIL-Secretaria de Estado da Infraestrutura e Logística;715;2023;Pregão Eletrônico (Lei Federal 14.133/2021);3;7003;60288;Switch Gerenciável 48 portas, CARACTERÍSTICAS ADICIONAIS: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;1.00;5704.0000
SEIL-Secretaria de Estado da Infraestrutura e Logística;1025;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2;8504;2458;Papel higiênico, APRESENTAÇÃO: Rolão, TIPO: Gofrado, alta absorção, sem picote, folha simples de boa qualidade, USO: Dispenser, MEDIDA: Largura: 10cm, Comprimento: 300m (tolerância de 2%), FRAGRÂNCIA: Neutra, COR: Branco, COMPOSIÇÃO: 100% fibras de celulose virgem, não reciclado, EMBALAGEM: Rolo com 300m, CARACTERÍSTICAS ADICIONAIS: Ausência de furos, rasgos, manchas, cheiro, partículas lenhosas, metálicas, fragmentos plásticos ou outras substâncias nocivas à saúde, UNID. DE MEDIDA: Unitário;434.00;5.5000
SEIL-Secretaria de Estado da Infraestrutura e Logística;1025;2023;Pregão Eletrônico (Lei Federal 14.133/2021);26;8504;4597;Toalha de papel, APRESENTAÇÃO: Bobina, TIPO: Folha simples, USO: Dispenser auto corte, COMPOSIÇÃO: 100% fibras de celulose virgem, DIMENSÃO: Largura: 20cm, Comprimento: 200m (variação de +/- 10%), GRAMATURA: 27g/m² à 29g/m², CARACTERÍSTICAS ADICIONAIS: De primeira qualidade, alta absorção e sem odor, UNID. DE MEDIDA: Unitário;900.00;11.0000
SEIL-Secretaria de Estado da Infraestrutura e Logística;1025;2023;Pregão Eletrônico (Lei Federal 14.133/2021);30;8504;6323;Toalha de papel, TIPO: Interfolhada, PADRÃO: 2 dobras, COMPOSIÇÃO: 100% fibras de celulose virgem, não reciclado, COR: Branca, DIMENSÃO: Largura: 20cm, Comprimento: 22cm, (variação de +/- 10%), GRAMATURA: 27g/m² a 29g/m², EMBALAGEM: Caixa ou fardo plástico com 2000 folhas, embaladas internamente em 8 maços de 250 folhas cada, CARACTERÍSTICAS ADICIONAIS: De primeira qualidade, alta absorção e sem odor, UNID. DE MEDIDA: Unitário;64.00;25.0000
SEIL-Secretaria de Estado da Infraestrutura e Logística;1025;2023;Pregão Eletrônico (Lei Federal 14.133/2021);31;8504;6323;Toalha de papel, TIPO: Interfolhada, PADRÃO: 2 dobras, COMPOSIÇÃO: 100% fibras de celulose virgem, não reciclado, COR: Branca, DIMENSÃO: Largura: 20cm, Comprimento: 22cm, (variação de +/- 10%), GRAMATURA: 27g/m² a 29g/m², EMBALAGEM: Caixa ou fardo plástico com 2000 folhas, embaladas internamente em 8 maços de 250 folhas cada, CARACTERÍSTICAS ADICIONAIS: De primeira qualidade, alta absorção e sem odor, UNID. DE MEDIDA: Unitário;200.00;25.0000
