numprocesso,objeto,orgao,adesao_ata_srp-2023__qtd_registros,alteracoes_ata_srp-2023__qtd_registros,contratos-2023__qtd_registros,empresas_participantes-2023__qtd_registros,itens-2023__qtd_registros,lotes-2023__qtd_registros,orgaos_participantes-2023__qtd_registros,publicidade-2023__qtd_registros,anomaly_score,is_anomalous
1061,FORNECIMENTO DE PEÇAS E ACESSÓRIOS PARA A REDE HIDRÁULICA E ESGOTO,UEL-Universidade Estadual de Londrina,,,6.0,21.0,31.0,31.0,,1.0,-0.14467296510030714,0
1074,FORNECIMENTO DE MATERIAIS DE USO NA MANUTENÇÃO ELÉTRICA DA UEL,UEL-Universidade Estadual de Londrina,,,5.0,5.0,36.0,36.0,,4.0,-0.13307271489945727,0
1083,"Contratação de pessoa jurídica para fornecimento de formulários planos, pré-impressos para confecção de cédulas de identidade civil, conforme Decreto Federal nº 10.977/2022, nos termos do edital e seus anexos.",CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná,20.0,26.0,1.0,28.0,28.0,28.0,132.0,1.0,-0.07812221014334791,0
1111,"Prestação de serviço de empresa especializada e qualificada para implantar e executar, PMOC 
Plano de Manutenção, Operação e controle, prestação de serviços de manutenção preventiva, corretiva, 
instalação, desinstalação com fornecimento e reposição de peças e acessórios, dos sistemas de 
climatização, refrigeração, trocadores de ar e centrais de ar-condicionado",FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,,,1.0,1.0,1.0,1.0,,,-0.17572446470113512,0
1117,"Contratação de empresa especializada para a prestação de serviços técnicos de Levantamento Topográfico Planialtimétrico para a 12ª Subdivisão de Polícia Civil, Cadeia Pública e Instituto de Identificação, sito à Rua Coronel Batista n 15, Bairro Centro, no município de Jacarezinho, Paraná",SECID-Secretaria de Estado das Cidades (Antigo SEDU),,,,,1.0,1.0,,3.0,-0.18189906648776377,0
1125,"CONTRATACAO DE EMPRESA PARA SERVICOS DE MANUTENCAO MECANICA EM VEICULOS FLEX, COM FORNECIMENTO DE PECAS E MAO DE OBRAS PARA O CAMPUS E HU-UEL",UEL-Universidade Estadual de Londrina,,,1.0,1.0,1.0,1.0,,1.0,-0.14749126053556705,0
1134,"Contratação de empresa para prestação de serviços contínuos de manutenção preventiva e corretiva, com fornecimento de peças, para 574 aparelhos de ar condicionado do IDR Parana - Londrina, situado na Rodovia Celso Garcia Cid, Km 375, conforme especificações técnicas do termo de referência.",IDR-Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER,,,,,1.0,1.0,,1.0,-0.17813922224281714,0
1160,"Contratação de empresa especializada na prestação de serviços de manutenção
preventiva e corretiva do sistema de combate a incêndio dos Portos de Paranaguá e Antonina, conforme justificativas, normas e demais especificações estabelecidas no Termo de referência, Edital e anexos.",APPA-Administração dos Portos de Paranaguá e Antonina,,,,,1.0,1.0,,1.0,-0.17712570326633514,0
1163,FORNECIMENTO DE PEÇAS PARA USO NA REDE ELÉTRICA,UEL-Universidade Estadual de Londrina,,,5.0,20.0,24.0,24.0,,1.0,-0.13811453952408692,0
1167,"A presente licitação tem por objeto a aquisição de Licenças do software Brics CAD V22/V23 PRO
incluindo Manutenção e suporte técnico e Atualizações de licenças de versão existentes para a versão
atualizada correspondente ao ano da compra, incluindo Manutenção e suporte técnico, de acordo com
as condições constantes no Termo de Referência, Anexo I do Edital",IAT-Instituto Água e Terra (Antigo IAP),,,1.0,1.0,2.0,1.0,,,-0.17506626445921242,0
1172,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E/OU CORRETIVA EM EQUIPAMENTOS DIVERSOS DE USO LABORATORIAL, COM FORNECIMENTO DE PEÇAS, SE NECESSÁRIO PARA ATENDER O HOSPITAL UNIVERSITÁRIO DE LONDRINA",UEL-Universidade Estadual de Londrina,,,1.0,1.0,2.0,1.0,,2.0,-0.1726361527028859,0
1177,"FORNECIMENTO DE PEDRA BRITA, PEDRISCO E TAPA BURACO EM PAVIMENTOS ASFÁLTICOS PARA A UEL.",UEL-Universidade Estadual de Londrina,,,2.0,3.0,3.0,3.0,,1.0,-0.17028992172878238,0
1179,"Aquisições através de Sistema de Registro de Preços para possíveis aquisições de roletes e tambores para atendimento às necessidades de manutenção do Corredor de Exportação Leste COREX, Silos Públicos e Terminal Público de Fertilizantes da Administração dos Portos de Paranaguá e Antonina, a serem entregue ao longo de 12 doze meses, conforme justificativas, especificações técnicas e demais condições estabelecidas no Termo de Referência e demais elementos do Edital.",APPA-Administração dos Portos de Paranaguá e Antonina,,,,1.0,32.0,1.0,32.0,,-0.1555726652160339,0
1181,"Aquisição através de SISTEMA DE REGISTRO DE PREÇOS, de materiais elétricos para
atendimento às necessidades de manutenção do Corredor de Exportação Leste COREX
e Silos Públicos da Administração dos Portos de Paranaguá e Antonina, a serem
entregues ao longo de 12 doze meses, conforme justificativas, especificações técnicas
e demais condições estabelecidas neste Termo de Referência e demais elementos do
Edital.",APPA-Administração dos Portos de Paranaguá e Antonina,,,,3.0,57.0,4.0,57.0,1.0,-0.1561565919081614,0
1183,"A presente licitação tem por objeto a contratação de empresa especializada para a prestação de
serviços de manutenção preventiva e corretiva, incluindo o fornecimento de peças e de materiais
necessários ao perfeito funcionamento das Estufas Florestais e Casas de Vegetação existentes nos
Viveiros Florestais e Laboratórios de Sementes do Instituto Água e Terra, de acordo com as condições
constantes no Termo de Referência, Anexo I do Edital.",IAT-Instituto Água e Terra (Antigo IAP),,,1.0,1.0,1.0,1.0,,,-0.17069752554082002,0
1187,"Contratação através de Sistema de Registro de Preços, de empresa especializada em serviços de manutenção em pintura e lavagens das edificações da Administração dos Portos de Paranaguá e Antonina APPA conforme demanda, por um período de 12 doze meses, de acordo com as justificativas, quantidades estimadas e especificações técnicas descritas no Termo de Referência, edital e demais anexos.",APPA-Administração dos Portos de Paranaguá e Antonina,,,,1.0,1.0,1.0,1.0,1.0,-0.16977234553346,0
1189,"Registro de Preços para futura e eventual contratação de empresa de gerenciamento de canal eletrônico, instalação e manutenção de equipamentos para transmissão diária de informação e criação de conteúdo, conforme condições e exigências estabelecidas neste Edital e seus anexos.",CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná,,,3.0,2.0,5.0,1.0,5.0,1.0,-0.07138946958994913,0
1213,"Contratação de SEGURO DE CARGA, modalidade RCTF C, Seguro de Responsabilidade Civil do Transportador Ferroviário de Carga, para cobertura de 12  meses, de danos materiais sofridos de bens e mercadorias, pertencentes a terceiros, coletados e/ou entregues ao Segurado para transporte, sob emissão de conhecimento de transporte ferroviário e ou documento fiscal ou de controle previstos nas condições gerais para o seguro obrigatório de responsabilidade civil do transportador ferroviário  Carga consistindo exclusivamente de granéis sólidos soja, milho e cimento, devidamente acondicionados de acordo com a sua natureza e viagem.",FERROESTE-Estrada de Ferro Paraná Oeste S.A.,,,1.0,2.0,1.0,2.0,,1.0,-0.14979061357997603,0
1225,"Contratação de empresa especializada para prestação de serviços de manutenção corretiva e material
necessário para reparo de infiltrações",FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,,,,,1.0,1.0,,,-0.1789724270826707,0
1228,"CONTRATAÇÃO DE PRESTAÇÃO DE SERVIÇO CONTÍNUO DE RECARGA E
MANUTENÇÃO DE EXTINTORES, E TESTE HIDROSTÁTICO EM EXTINTORES E
MANGUEIRAS DE INCÊNDIO",FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,,,1.0,1.0,8.0,1.0,,,-0.17027327159296107,0
1243,"Contratação de empresa especializada para execução de serviços comuns de engenharia no Colégio Estadual Humberto de Alencar Castelo Branco, localizado à Rua São Lázaro, nº 679, telefone 44 3535-1236, no Município de Jesuítas, Estado do Paraná, conforme Planilha Orçamentária de Referência Anexo XIII.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,1.0,1.0,1.0,1.0,,1.0,-0.16218781178914315,0
1246,"Contratação de empresa especializada para execução de serviços comuns de engenharia no Colégio Estadual do Campo Cívico-Militar Baldomero Bittencourt Taques, localizado à Av. Donato Marcondes Chaves, s/nº, Bairro São Bento, telefone 42 3253-1156, no Município de Tibagi, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,1.0,1.0,1.0,1.0,,1.0,-0.15974820556230418,0
1247,"Contratação de empresa especializada na prestação de serviço contínuo de manutenção corretiva e preventiva nos sistemas de climatização e aparelhos condicionadores de ar, com reposição de peças, acessórios, gás e outros componentes, para os equipamentos de ar-condicionado dos dois Edifícios do Tribunal de Contas do Estado do Paraná, conforme condições, quantidades e exigências estabelecidas no Edital e seus anexos.",TCEPR-Tribunal do Contas do Estado do Paraná,,,,,1.0,1.0,,,-0.18006012009640976,0
1251,"Registro de Preços para contratação de estações de trabalho e acessórios para uso dos times de desenvolvedores e de suporte, uso em escritório e postos de trabalho de engenharia, com serviços de garantia, conforme requisitos e especificações descritos no termo de referência.",CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná,,,5.0,4.0,4.0,4.0,4.0,3.0,-0.16251473180404463,0
1267,"Contratacao de Seguro Compreensivo de Operador Portuario para garantia das Responsabilidade Civil e Bens Patrimoniais da APPA, conforme estabelecido no Processo SUSEP n 15 414 003688 2003 46 Anexo V e seus anexos para a Administracao dos Portos de Paranagua e Antonina, conforme justificativas, normas e demais especificacoes estabelecidas no Termo de referencia, Edital e anexos.
Valor de referência a ser segurado  805.000.000,00 oitocentos e cinco milhoes de reais.",APPA-Administração dos Portos de Paranaguá e Antonina,,,,,1.0,1.0,,1.0,-0.17319713419691374,0
1271,"CONTRATAÇÃO DE PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA EM CENTRAL DE AR COMPRIMIDO MEDICINAL E CENTRAL DE VÁCUO CLÍNICO, COM REPOSIÇÃO DE PEÇAS, COMPONENTES, ACESSÓRIOS E OUTROS MATERIAIS, para atender a demanda do Hospital Regional do Sudoeste Walter Alberto Pecoits.",FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,,,,2.0,2.0,2.0,,,-0.1848539606715246,0
1302,"Contratação de pessoa jurídica, para prestação de serviços continuados, nas dependências da sede da CELEPAR em Curitiba -PR, conforme especificações contidas no presente Termo de Referência, pelo período de 60 sessenta meses, sendo serviços de limpeza, copeiragem, serviços gerais e jardinagem, através de metodologia e cobrança por postos de trabalho e de limpeza de vidros, através de metodologia e cobrança por metro quadrado.",CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná,,,1.0,1.0,6.0,1.0,,3.0,-0.1440278884230371,0
1304,"Contratação de pessoa jurídica, para prestação de serviços continuados de limpeza, nas dependências das Regionais da Celepar, localizados nas cidades de Ponta Grossa, Guarapuava e Cascavel -PR, através de metodologia e cobrança por postos de trabalho, conforme especificações contidas no Termo de Referência, pelo período de 24 vinte e quatro meses, nos termos do edital e seus anexos.",CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná,,,1.0,1.0,2.0,1.0,,1.0,-0.16846424970222468,0
1330,"Aquisição de C.A.U.Q Concreto Asfáltico Usinado a Quente, produzido com CAP 50/70, para aplicação a frio, em ensacados de 25 Kg, conforme quantidades e especificações contidas no Termo de Referência Anexo 01 do Edital, subdividido em 2 dois lotes..",DER-Departamento de Estradas de Rodagem do Estado do Paraná,,,2.0,2.0,2.0,2.0,,1.0,-0.1642148909637044,0
1333,"Contratação de empresa especializada para prestar serviços de manutenção Preventiva e Corretiva, suporte técnico nos periféricos e componentes da Solução de balanças rodoviárias e ferroviárias cancelas, semáforos, câmeras de OCR, antenas de leitura de RFID, display, equipamentos de comunicação por rede, nobreaks, impressor de tickets, instalados nas dependências dos Portos do Paraná, incluindo fornecimento de peças e/ou equipamentos sob demanda com garantia. O prazo contratual será de 12 meses a partir do recebimento da Ordem de Serviço, podendo ser prorrogado na forma de lei, conforme justificativas, normas e demais especificações  estabelecidas no Termo de referência, Edital e anexos.",APPA-Administração dos Portos de Paranaguá e Antonina,,,1.0,1.0,1.0,1.0,,1.0,-0.09226586639319362,0
1343,"Aquisição através de SISTEMA DE REGISTRO DE PREÇOS, de componentes para transportadores de corrente Redler para atendimento às necessidades de manutenção do Silo Público da Administração dos Portos de Paranaguá e Antonina por um período de 12 doze meses, conforme justificativas, normas e especificações técnicas constantes do Termo de referência, edital e demais anexos.",APPA-Administração dos Portos de Paranaguá e Antonina,,,,2.0,9.0,2.0,9.0,1.0,-0.1765382670617292,0
1349,"IMPLANTAÇÃO DE INFRAESTRUTURA ELÉTRICA PARA SISTEMA DE ILUMINAÇÃO DE DESTAQUE COM PROJETORES LED, CÊNICA COM PROJETORES DE LED RGB, SISTEMA DE AUTOMAÇÃO E GERAÇÃO SOLAR NA ORLA DA PRAIA DE MATINHOS, DA AVENIDA AUGUSTO BLITZKOW, CAIOBÁ AO BALNEÁ-RIO FLÓRIDA, MATINHOS, INCLUINDO O SISTEMA DE AUTOMAÇÃO, INFRAES-TRUTURA ELÉTRICA E DE LÓGICA, FOCALIZAÇÃO, COMISSIONAMENTO E TREI-NAMENTO OPERACIONAL DE AUTOMAÇÃO COM FORNECIENTO DOS MATERIAIS, EQUIPAMENTOS E MÃO DE OBRA ESPECIALIZADA",IAT-Instituto Água e Terra (Antigo IAP),,,1.0,1.0,1.0,1.0,,,-0.12167386029307997,0
1356,"Contratação de empresa para supervisão e assessoramento técnico ao DER/PR nos serviços abrangidos pelo Convênio SEIL / DER-PR / DNIT n.º 01/2021, nas obras de melhoria e ampliação de capacidade remanescentes do Contrato de Concessão, decorrente de acordo judicial celebrado entre a Concessionária VIAPAR S/A, o DER/PR e o Ministério Público Federal e, Apoio à Supervisão de Prestação de Serviços de Operação de Tráfego Rodoviário oriundo do Contrato n.º 007/2022-DER/DOP",DER-Departamento de Estradas de Rodagem do Estado do Paraná,,,1.0,1.0,1.0,1.0,,1.0,-0.15959638468378878,0
1359,"Contratação de Empresa de Consultoria para Execução de Serviços Técnicos de Supervisão e Apoio à Fiscalização da Execução de Obras de Implantação, Restauração e/ou Ampliação de Capacidade de Rodovias e Obras de Arte Especiais, por Produto, no Âmbito da Superintendência Regional Noroeste e da Diretoria Técnica do DER/PR",DER-Departamento de Estradas de Rodagem do Estado do Paraná,,,1.0,1.0,1.0,1.0,,1.0,-0.13268586551446881,0
1362,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA E QUALIFICADA PARA OS
SERVIÇOS, MANUTENÇÃO PREVENTIVA E CORRETIVA, NA REDE DE GASES
MEDICINAIS, INCLUINDO FINS DE LINHA, RÉGUA HOSPITALAR E REDE DE
VÁCUO",FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,,,1.0,1.0,1.0,1.0,,,-0.17019053160019448,0
1366,"A presente licitação tem por objeto a Contratação de Empresa por meio de Licitação para a
implantação de píer flutuantes nas Unidades de Conservação do litoral do Estado, sendo elas - Parque
Estadual Ilha do Mel, Parque Estadual do Boguaçu, Estação Ecológica de Guaraguaçu, Terminal de
embarque para a Ilha do Mel em Pontal do Paraná e em Paranaguá, Parque Estadual do Palmito e
Parque Estadual Ilha das Cobras",IAT-Instituto Água e Terra (Antigo IAP),,,1.0,1.0,1.0,1.0,,,-0.1465545293189488,0
1370,"CONTRATAÇÃO DE PRESTAÇÃO DE SERVIÇO DE EMPRESA ESPECIALIZADA
EM ADMINISTRAÇÃO, GERENCIAMENTO E CONTROLE DE MANUTENÇÃO
PREVENTIVA E CORRETIVA EM REDE CREDENCIADA",FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,,,1.0,1.0,1.0,1.0,,,-0.1552693626167318,0
1382,"CONTRATAÇÃO DE PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO
PREVENTIVA E CORRETIVA, COM REPOSIÇÃO/ FORNECIMENTO/
SUBSTITUIÇÃO DE PEÇAS E ACESSÓRIOS, EM EQUIPAMENTOS DE IMAGENS
MÉDICAS",FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,,,,1.0,1.0,1.0,,,-0.18140724977773037,0
1385,"CONTRATAÇÃO DE PRESTAÇÃO DE SERVIÇO TÉCNICO ESPECIALIZADO DE
AFIAÇÃO, RESTAURAÇÃO E MANUTENÇÃO PREVENTIVA E CORRETIVA DE
INSTRUMENTAIS CIRÚRGICOS",FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,,,1.0,1.0,1.0,1.0,,,-0.17316518460872704,0
1394,"A presente licitação tem por objeto a contratação de empresa para realizar intervenção de revitalização das passarelas da Ilha do Mel é constituída por intervenções em Encantadas e Brasília, sendo que serão 31 reformas de passarelas de madeira. As estruturas serão revitalizadas de acordo com as necessidades apontadas em laudo, planilha orientativa, memorial descritivo e relatório fotográfico de visita técnica realizada por fiscais técnicos do Instituto Água e Terra",IAT-Instituto Água e Terra (Antigo IAP),,,,2.0,1.0,2.0,,,-0.16666025371691306,0
1395,"Contratação através de Sistema de Registro de Preços, de empresa especializada em serviços de Manutenção preventiva, corretiva e emergencial no sistema de distribuição de energia elétrica da APPA com caminhão equipado com cesto acoplado, conforme demanda, por um período de 12 meses",APPA-Administração dos Portos de Paranaguá e Antonina,,,,1.0,1.0,1.0,1.0,1.0,-0.14831289353748023,0
1400,Aquisição de INSUMOS E PEÇAS DE MANUTENÇÃO ELÉTRICA,FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,,,5.0,14.0,14.0,14.0,,,-0.1598346035204221,0
1428,"Contratação de empresa especializada em climatização, para fornecimento e instalação de equipamentos e complementos de sistema de ar-condicionado, conforme projeto e memorial descritivo, em todos os pavimentos do bloco B da PARANAPREVIDÊNCIA, situada na Rua Inácio Lustosa, 700, Curitiba-PR.",PRPREV-Serviço Social Autônomo PARANAPREVIDENCIA,,,1.0,1.0,1.0,1.0,,1.0,-0.1574993883835869,0
1443,"Aquisição através de SISTEMA DE REGISTRO DE PREÇOS, de materiais metálicos e UHMW para atendimento às necessidades de manutenção do Silo Público da Administração dos Portos de Paranaguá e Antonina por um período de 12 doze meses, conforme justificativas, normas e especificações técnicas constantes do Termo de referência, edital e demais anexos.",APPA-Administração dos Portos de Paranaguá e Antonina,,,,2.0,21.0,2.0,21.0,,-0.1708865216204533,0
1448,Contratação de Empresa para Serviços de Apoio e Assistência Técnica no Âmbito da Coordenadoria de Programação e Acompanhamento de Obras e Serviços da Diretoria Técnica do DER/PR.,DER-Departamento de Estradas de Rodagem do Estado do Paraná,,,1.0,1.0,1.0,1.0,,1.0,-0.12678339570928354,0
1458,"Pregão Eletrônico, do Tipo Menor preço por lote, objetivando a Contratação de empresa para prestação de serviços de tratamento da água de alimentação do sistema de geração de vapor, com o fornecimento dos produtos químicos necessários e bomba dosadora em cessão de uso para utilização em duas caldeiras elétricas  do Hospital Universitário do Oeste do Paraná.",UNIOESTE HUOP-Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná,,,1.0,1.0,1.0,1.0,,1.0,-0.14656316501728417,0
1461,"Contratação de empresa para supervisão e assessoramento técnico ao DER/PR nos serviços abrangidos pelo Convênio SEIL / DERPR / DNIT n.º 01/2021, nosserviços remanescentes do Contrato de Concessão n.º 075/97, nos serviços remanescentes do Acordo de Leniência entre a Concessionária Rodonorte e o Ministério Público Federal, nos serviços remanescentes do Acordo de Leniência entre a Construtora Purunã e o Ministério Público Federal nas obras de melhoria e ampliação de capacidade, decorrente de novo acordo para liquidação do Contrato de Concessão n.º 075/97 celebrado entre a Concessionária RDN Concessões e Participações Ltda -anteriormente denominada Rodonorte, o DER/PR, o Ministério Público Federal e a Agência Reguladora de Serviços Públicos Delegados do Paraná AGEPAR nos Termos dos Autos n.º 0004734-57.2021.4.04.8003 e Apoio à Supervisão de Prestação de Serviços de Operação de Tráfego Rodoviário oriundo dos Contratos n.º 009/2022 DER/DOP e n.º 018/2022 DER/DOP.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,,,1.0,1.0,1.0,1.0,,1.0,-0.16558986742271364,0
1463,Contratação de empresa para execução de serviços de apoio e assistência técnica no âmbito da Assessoria de Engenharia Ambiental do DER/PR.,DER-Departamento de Estradas de Rodagem do Estado do Paraná,,,1.0,1.0,1.0,1.0,,1.0,-0.13986304820165307,0
1466,"SERVIÇO DE MANUTENÇÃO
PREVENTIVA E CORRETIVA PARA O EQUIPAMENTO CHILLER YORK SCROLL MODELO
YCAL0104EC28",FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,,,,1.0,1.0,1.0,,,-0.18062409102985105,0
1471,"Contratação de Seguro Compreensivo de Operador Portuário para garantia das Responsabilidade Civil e Bens Patrimoniais da APPA, conforme estabelecido no Processo SUSEP nº 15.414.003688/2003-46 -Anexo V do TR- e seus anexos para a Administração dos Portos de Paranaguá e Antonina, conforme justificativas, normas e demais especificações estabelecidas no Termo de referência, Edital e anexos.",APPA-Administração dos Portos de Paranaguá e Antonina,,,,,1.0,1.0,,1.0,-0.17319713419691374,0
1477,"Contratação de Empresa de Consultoria para Execução de Serviços Técnicos de Supervisão e Apoio à Fiscalização da Execução de Obras de Implantação, Restauração e/ou Ampliação de Capacidade de Rodovias e Obras de Arte Especiais, por Produto, no Âmbito da Superintendência Regional Oeste e da Diretoria Técnica do DER/PR.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,,,1.0,1.0,1.0,1.0,,1.0,-0.08331767353694614,0
1478,"Execução dos serviços de manutenção e conservação de rodovias estaduais não pavimentadas, Lote 02, pertencente a Superintendência Regional Campos Gerais - Rodovias PR-090 e PR-513, com extensão de 124,170km.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,,,1.0,1.0,1.0,1.0,,1.0,-0.09037567131344959,0
1479,"ONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA
PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA DE EQUIPAMENTOS
MÉDICOS HOSPITALARES DO CENTRO CIRÚRGICO FOCOS E MESAS CIRÚRGICAS",FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,,,1.0,4.0,4.0,4.0,,,-0.1681712118759044,0
1480,"Contratação de empresa especializada para a substituição dos painéis elétricos do Edifício Palácio Taguaré na Portos de Paranaguá e Antonina, conforme justificativas, normas e demais especificações  estabelecidas no Termo de referência, Edital e anexos.",APPA-Administração dos Portos de Paranaguá e Antonina,,,1.0,1.0,1.0,1.0,,1.0,-0.1697364621457529,0
1500,"Contratação de empresa especializada e qualificada, para prestação de serviço de Manutenção 
Adequações dos Sistemas de Prevenção Contra Incêndio com fornecimento de materiais",FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,,,,1.0,1.0,1.0,,,-0.17914133319531472,0
1505,"serviços de Pintura predial, 
interna e externa",FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,,,,,1.0,1.0,,,-0.1835443265783656,0
1513,"CONTRATAÇÃO DE PRESTAÇÃO DE SERVIÇOS DE
MANUTENÇÕES PREVENTIVAS E CORRETIVAS NOS SISTEMAS DE CLIMATIZAÇÃO E APARELHOS
CONDICIONADORES DE AR",FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,,,1.0,2.0,2.0,2.0,,,-0.17514575864886872,0
1522,"SERVIÇO ESPECIALIZADO DE MANUTENÇÃO PREVENTIVA E/OU CORRETIVA EM MICROSCOPIOS DE DIVERSAS MARCAS, PARA ATENDER O HOSPITAL UNIVERSITÁRIO DE LONDRINA",UEL-Universidade Estadual de Londrina,,,2.0,3.0,3.0,3.0,,2.0,-0.17623592642203695,0
2,"A presente licitação tem por objeto a prestação de serviço contínuo de coleta e armazenamento de evidências composto por Câmera Operacional Portátil - bodycam -, Plataforma de Gerenciamento de Evidência - armazenamento e custódia das imagens captadas na atividade policial - e Infraestrutura de Rede e Dados, durante o prazo de doze meses. Garantindo-se o treinamento e o funcionamento da solução, as configurações, manutenções, atualizações, correções de software, hardware e suporte técnico, rede de dados, rede móvel, bem como acessórios dos equipamentos sem custos adicionais e enquanto perdurar o contrato, para uso da Polícia Militar do Paraná, conforme especificações e quantidades definidas no Anexo I do presente Edital.",PMPR-CGPM-Comando Geral da Polícia Militar - SESP,,,13.0,97.0,105.0,103.0,,17.0,0.0905398264542463,1
12,"A presente licitação tem por objeto a contratação de serviços continuados de, Técnicos de Informática, Porteiro, Controlador de Acesso, entre outros, por um período de 12 meses, em ambiente administrativo, com seus respectivos benefícios e insumos tais como equipamentos, materiais, EPIs e uniformes, visando atender às demandas estimadas da Universidade Estadual do Paraná UNESPAR, em todos os campi e suas unidades vinculadas - reitoria e pro-reitorias-, com a metodologia de contratação por posto de trabalho, com fornecimento de mão de obra e insumos, de acordo com a especificidade de cada tipo de posto.",UNESPAR-Universidade Estadual do Paraná,112.0,2.0,14.0,311.0,239.0,298.0,762.0,11.0,0.21829164110002575,1
39,"A presente licitacao tem como objeto, Fornecimento, instalacao, montagem, configuracao, manutencao preventiva e manutencao corretiva assistencia tecnica de uma plataforma de colaboracao IP em nuvem privada, com recursos de ramais, URA, gravacao de ligacoes, licencas para 30 usuarios e sobrevivencia do ambiente para o Campus de Paranagua da UNESPAR",UNESPAR-Universidade Estadual do Paraná,,,4.0,3.0,7.0,6.0,,6.0,-0.16433140528362078,0
44,"Contratação de serviços contínuos de assessoria esportiva especializada e operacional, sem dedicação de exclusiva de mão de obra, para os Jogos Oficiais do Estado do Paraná, na forma especificada neste Termo de Referência.",PRESP-Paraná Esporte (Antigo IPCE),,,5.0,4.0,23.0,17.0,,5.0,-0.15427251918446605,0
53,"Aquisição parcelada, por meio de Registro dePreços, de produtos químicos para manutenção do espelho dágua do Tribunal de Contas do Estado do Paraná.",TCEPR-Tribunal do Contas do Estado do Paraná,58.0,4.0,15.0,35.0,34.0,36.0,727.0,7.0,-0.07383299726564518,0
72,"Contratação de empresa especializada para prover serviços de instalação de sala segura e ambientes associados, sala de contingência completa com racks autônomos e todos os equipamentos que fazem parte da solução de Datacenter, serviços de readequação, configuração, testes, movimentação de equipamentos de TIC entre Datacenters, documentação, treinamento, manutenção e garantia de toda a solução, conforme estabelecido no Termo de Referência, Anexo I do Edital",TCEPR-Tribunal do Contas do Estado do Paraná,,,7.0,13.0,38.0,31.0,,5.0,-0.1190229282653274,0
75,"Empresa especializada na prestaçao de serviço continuo de manutencao corretiva e preventiva nos sistemas de climatizaçao e aparelhos condicionadores de ar, com reposiçao de peças, acessorios, gas e outros componentes, para os equipamentos de ar condicionado dos dois Edificios do Tribunal de Contas do Estado do Parana, conforme condições e exigências  estabelecidas no Termo de Referencia e Estudo Tecnico Preliminar",TCEPR-Tribunal do Contas do Estado do Paraná,,,2.0,2.0,8.0,7.0,,3.0,-0.11449682371333847,0
103,"Contratação de Sistema de Gerenciamento de Competições Esportivas para suportar todo o ciclo de vida de competições esportivas coordenadas pela Paraná Esporte e Secretaria de Estado do Esporte, compreendendo os seguintes serviços
Serviços de Fornecimento de Produto de Software de Gerenciamento de Competições Esportivas, conforme requisitos obrigatórios estabelecidos neste Termo de Referência
Serviços de Implantação do Sistema no escopo funcional estabelecido
Serviços de Suporte à Operação do Sistema, Manutenção e atualização tecnológica do Produto de Software
Serviços de Adaptação do sistema às necessidades específicas da Paraná Esporte e Secretaria de Estado do Esporte, na forma especificada neste Termo de Referência.",PRESP-Paraná Esporte (Antigo IPCE),,,2.0,2.0,6.0,3.0,,4.0,-0.17591262988618583,0
120,Aquisição de material elétrico conforme especificações técnicas do termo de referência,IDR-Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER,,,1.0,1.0,35.0,35.0,6.0,2.0,-0.047756297975730166,0
