numprocesso;ano;modalidade;nrlote;caracteristicas;situacao;valor_estimado;valor_ou_desconto_homologado;cpf_cnpj_vencedor;nome_razaosocial_vencedor
545;2025;Pregão Eletrônico (Lei Federal 14.133/2021);6;Bloco C67 - 12 passageiros/três paradas numero de tombo 31883 - Contratação de empresa especializada em fornecimento de materiais e mão de obra para prestação de serviços de manutenção preventiva e corretiva com COBERTURA TOTAL DE PEÇAS, em elevador na Universidade Estadual de Maringá.;Homologado;18800.04;7199.85;13938066000179;ELETRON ELEVADORES LTDA 
545;2025;Pregão Eletrônico (Lei Federal 14.133/2021);7;Bloco D67 - 8 passageiros/três paradas  numero de tombo 74600 - Contratação de empresa especializada em fornecimento de materiais e mão de obra para prestação de serviços de manutenção preventiva e corretiva com COBERTURA TOTAL DE PEÇAS, em  elevador na Universidade Estadual de Maringá.;Homologado;18600.00;7183.88;13938066000179;ELETRON ELEVADORES LTDA 
545;2025;Pregão Eletrônico (Lei Federal 14.133/2021);8;Bloco P03 (BCE-parte antiga) - 12 passageiros/quatro paradas numero de tombo 18966 - Contratação de empresa especializada em fornecimento de materiais e mão de obra para prestação de serviços de manutenção preventiva e corretiva com COBERTURA TOTAL DE PEÇAS, em  elevador na Universidade Estadual de Maringá.;Homologado;19400.04;7727.42;13938066000179;ELETRON ELEVADORES LTDA 
545;2025;Pregão Eletrônico (Lei Federal 14.133/2021);9;Bloco Q03-Reitoria (Plataforma elevatoria) - Capacidade 250 Kg numero de tombo 94616 - Contratação de empresa especializada em fornecimento de materiais e mão de obra para prestação de serviços de manutenção preventiva e corretiva com COBERTURA TOTAL DE PEÇAS, em  plataforma elevatoria vertical na Universidade Estadual de Maringá.;Homologado;10340.04;3972.64;13938066000179;ELETRON ELEVADORES LTDA 
545;2025;Pregão Eletrônico (Lei Federal 14.133/2021);10;Bloco I12 - 8 passageiros/três paradas numero de tombo 103054 - Contratação de empresa especializada em fornecimento de materiais e mão de obra para prestação de serviços de manutenção preventiva e corretiva com COBERTURA TOTAL DE PEÇAS, em  elevador na Universidade Estadual de Maringá.;Homologado;18600.00;10261.06;13938066000179;ELETRON ELEVADORES LTDA 
545;2025;Pregão Eletrônico (Lei Federal 14.133/2021);11;Bloco C56 - 8 passageiros/três paradas numero de tombo 103051 - Contratação de empresa especializada em fornecimento de materiais e mão de obra para prestação de serviços de manutenção preventiva e corretiva com COBERTURA TOTAL DE PEÇAS, em elevador na Universidade Estadual de Maringá.;Homologado;18600.00;9567.84;13938066000179;ELETRON ELEVADORES LTDA 
545;2025;Pregão Eletrônico (Lei Federal 14.133/2021);12;Bloco C34 - 8 passageiros/três paradas numero de tombo 103052 - Contratação de empresa especializada em fornecimento de materiais e mão de obra para prestação de serviços de manutenção preventiva e corretiva com COBERTURA TOTAL DE PEÇAS, em elevador na Universidade Estadual de Maringá.;Homologado;18600.00;8005.44;13938066000179;ELETRON ELEVADORES LTDA 
545;2025;Pregão Eletrônico (Lei Federal 14.133/2021);13;Bloco E78 - 8 passageiros/três paradas numero de tombo 103053 - Contratação de empresa especializada em fornecimento de materiais e mão de obra para prestação de serviços de manutenção preventiva e corretiva com COBERTURA TOTAL DE PEÇAS, em  elevador na Universidade Estadual de Maringá.;Homologado;18600.00;8516.94;13938066000179;ELETRON ELEVADORES LTDA 
545;2025;Pregão Eletrônico (Lei Federal 14.133/2021);14;Bloco G80 - 8 passageiros/três paradas numero de tombo 103054 - Contratação de empresa especializada em fornecimento de materiais e mão de obra para prestação de serviços de manutenção preventiva e corretiva com COBERTURA TOTAL DE PEÇAS, em elevador na Universidade Estadual de Maringá.;Homologado;18600.00;7965.64;13938066000179;ELETRON ELEVADORES LTDA 
545;2025;Pregão Eletrônico (Lei Federal 14.133/2021);15;Bloco K68 - 8 passageiros/três paradas numero de tombo 103057 - Contratação de empresa especializada em fornecimento de materiais e mão de obra para prestação de serviços de manutenção preventiva e corretiva com COBERTURA TOTAL DE PEÇAS, em elevador na Universidade Estadual de Maringá.;Homologado;18600.00;8516.94;13938066000179;ELETRON ELEVADORES LTDA 
545;2025;Pregão Eletrônico (Lei Federal 14.133/2021);16;Bloco P03 (BCE-parte nova) - 8 passageiros/três paradas numero de tombo 103056 - Contratação de empresa especializada em fornecimento de materiais e mão de obra para prestação de serviços de manutenção preventiva e corretiva com COBERTURA TOTAL DE PEÇAS, em elevador na Universidade Estadual de Maringá.;Homologado;18600.00;7965.64;13938066000179;ELETRON ELEVADORES LTDA 
545;2025;Pregão Eletrônico (Lei Federal 14.133/2021);17;Bloco S06 (Hemocentro) - 8 passageiros/duas paradas numero de tombo 103050 - Contratação de empresa especializada em fornecimento de materiais e mão de obra para prestação de serviços de manutenção preventiva e corretiva com COBERTURA TOTAL DE PEÇAS, em elevador na Universidade Estadual de Maringá.;Homologado;17600.04;9764.50;13938066000179;ELETRON ELEVADORES LTDA 
545;2025;Pregão Eletrônico (Lei Federal 14.133/2021);18;Bloco S22 (HU-Auditorio/Banco) - 8 passageiros/duas paradas - Contratação de empresa especializada em fornecimento de materiais e mão de obra para prestação de serviços de manutenção preventiva e corretiva com COBERTURA TOTAL DE PEÇAS, em elevador na Universidade Estadual de Maringá.;Homologado;17600.04;7594.42;13938066000179;ELETRON ELEVADORES LTDA 
545;2025;Pregão Eletrônico (Lei Federal 14.133/2021);19;Bloco S05 (HU-Administrativo-Protocolo) - 8 passageiros/cinco paradas numero de tombo 135674 - Contratação de empresa especializada em fornecimento de materiais e mão de obra para prestação de serviços de manutenção preventiva e corretiva com COBERTURA TOTAL DE PEÇAS, em elevador na Universidade Estadual de Maringá.;Homologado;19640.04;8413.79;13938066000179;ELETRON ELEVADORES LTDA 
545;2025;Pregão Eletrônico (Lei Federal 14.133/2021);20;Bloco S05 (HU-Administrativo-Cozinha) - 8 passageiros/quatro paradas numero de tombo 135675 - Contratação de empresa especializada em fornecimento de materiais e mão de obra para prestação de serviços de manutenção preventiva e corretiva com COBERTURA TOTAL DE PEÇAS, em elevador na Universidade Estadual de Maringá.;Homologado;19959.96;10910.11;13938066000179;ELETRON ELEVADORES LTDA 
545;2025;Pregão Eletrônico (Lei Federal 14.133/2021);21;Bloco S08 (Odontologia) - 8 passageiros/três paradas numero de tombo 179537 - Contratação de empresa especializada em fornecimento de materiais e mão de obra para prestação de serviços de manutenção preventiva e corretiva com COBERTURA TOTAL DE PEÇAS, em elevador na Universidade Estadual de Maringá.;Homologado;18600.00;8496.48;13938066000179;ELETRON ELEVADORES LTDA 
545;2025;Pregão Eletrônico (Lei Federal 14.133/2021);22;Bloco 02 (Plataforma elevatoria) - Capacidade 250 Kg numero de tombo 103058 - Contratação de empresa especializada em fornecimento de materiais e mão de obra para prestação de serviços de manutenção preventiva e corretiva com COBERTURA TOTAL DE PEÇAS, em plataforma elevatoria vertical na Universidade Estadual de Maringá.;Homologado;10299.96;4444.43;13938066000179;ELETRON ELEVADORES LTDA 
545;2025;Pregão Eletrônico (Lei Federal 14.133/2021);23;Bloco B33-PDE (Plataforma elevatoria) - Capacidade 250 Kg numero de tombo 121449 - Contratação de empresa especializada em fornecimento de materiais e mão de obra para prestação de serviços de manutenção preventiva e corretiva com COBERTURA TOTAL DE PEÇAS, em plataforma elevatoria vertical na Universidade Estadual de Maringá.;Homologado;10299.96;4444.43;13938066000179;ELETRON ELEVADORES LTDA 
545;2025;Pregão Eletrônico (Lei Federal 14.133/2021);24;Bloco T13-CAIC (Plataforma elevatoria) - Capacidade 250 Kg numero de tombo 103059 - Contratação de empresa especializada em fornecimento de materiais e mão de obra para prestação de serviços de manutenção preventiva e corretiva com COBERTURA TOTAL DE PEÇAS, em plataforma elevatoria vertical na Universidade Estadual de Maringá.;Homologado;10299.96;5331.26;13938066000179;ELETRON ELEVADORES LTDA 
545;2025;Pregão Eletrônico (Lei Federal 14.133/2021);25;Bloco O33-MUDI (Plataforma elevatoria) - Capacidade 250 Kg numero de tombo 103060 - Contratação de empresa especializada em fornecimento de materiais e mão de obra para prestação de serviços de manutenção preventiva e corretiva com COBERTURA TOTAL DE PEÇAS, em plataforma elevatoria vertical na Universidade Estadual de Maringá.;Homologado;10299.96;4444.43;13938066000179;ELETRON ELEVADORES LTDA 
545;2025;Pregão Eletrônico (Lei Federal 14.133/2021);26;Bloco Q04-Farmácia (Plataforma elevatoria) - Capacidade 250 Kg numero de tombo 103061 - Contratação de empresa especializada em fornecimento de materiais e mão de obra para prestação de serviços de manutenção preventiva e corretiva com COBERTURA TOTAL DE PEÇAS, em plataforma elevatoria vertical na Universidade Estadual de Maringá.;Homologado;10299.96;4444.43;13938066000179;ELETRON ELEVADORES LTDA 
545;2025;Pregão Eletrônico (Lei Federal 14.133/2021);27;Bloco J45 (Plataforma elevatoria) - Capacidade 250 Kg numero de tombo 103062 - Contratação de empresa especializada em fornecimento de materiais e mão de obra para prestação de serviços de manutenção preventiva e corretiva com COBERTURA TOTAL DE PEÇAS, em plataforma elevatoria vertical na Universidade Estadual de Maringá.;Homologado;10299.96;4444.43;13938066000179;ELETRON ELEVADORES LTDA 
545;2025;Pregão Eletrônico (Lei Federal 14.133/2021);28;Bloco B12 - 8 passageiros/três paradas numero de tombo 186901 - Contratação de empresa especializada em fornecimento de materiais e mão de obra para prestação de serviços de manutenção preventiva e corretiva com COBERTURA TOTAL DE PEÇAS, em elevador na Universidade Estadual de Maringá.;Homologado;18600.00;9567.84;13938066000179;ELETRON ELEVADORES LTDA 
545;2025;Pregão Eletrônico (Lei Federal 14.133/2021);29;Q07-DMP/CAIXA 8 passageiros/três paradas numero de tombo 310009197290 - Contratação de empresa especializada em fornecimento de materiais e mão de obra para prestação de serviços de manutenção preventiva e corretiva com COBERTURA TOTAL DE PEÇAS, em elevador na Universidade Estadual de Maringá.;Homologado;18600.00;7966.38;13938066000179;ELETRON ELEVADORES LTDA 
545;2025;Pregão Eletrônico (Lei Federal 14.133/2021);30;Bloco T20 - (sem casa de máquinas) - 8 passageiros/três paradas numero de tombo 1688300 - Contratação de empresa especializada em fornecimento de materiais e mão de obra para prestação de serviços de manutenção preventiva e corretiva com COBERTURA TOTAL DE PEÇAS, em  elevador na Universidade Estadual de Maringá.;Homologado;17799.96;5759.71;13938066000179;ELETRON ELEVADORES LTDA 
545;2025;Pregão Eletrônico (Lei Federal 14.133/2021);31;Bloco E90 - (sem casa de máquinas) - 8 passageiros/três paradas numero de tombo 1740360 - Contratação de empresa especializada em fornecimento de materiais e mão de obra para prestação de serviços de manutenção preventiva e corretiva com COBERTURA TOTAL DE PEÇAS, em elevador na Universidade Estadual de Maringá.;Homologado;17799.96;5759.71;13938066000179;ELETRON ELEVADORES LTDA 
545;2025;Pregão Eletrônico (Lei Federal 14.133/2021);32;Bloco J35 - (sem casa de máquinas) - 8 passageiros/três paradas numero de tombo 1738100 - Contratação de empresa especializada em fornecimento de materiais e mão de obra para prestação de serviços de manutenção preventiva e corretiva com COBERTURA TOTAL DE PEÇAS, em elevador na Universidade Estadual de Maringá.;Homologado;17799.96;5818.81;13938066000179;ELETRON ELEVADORES LTDA 
545;2025;Pregão Eletrônico (Lei Federal 14.133/2021);33;Bloco B08-COMCAP (Plataforma elevatoria) - Capacidade 250 Kg numero de tombo 135878 - Contratação de empresa especializada em fornecimento de materiais e mão de obra para prestação de serviços de manutenção preventiva e corretiva com COBERTURA TOTAL DE PEÇAS, em plataforma elevatoria vertical na Universidade Estadual de Maringá.;Homologado;10299.96;4199.29;13938066000179;ELETRON ELEVADORES LTDA 
545;2025;Pregão Eletrônico (Lei Federal 14.133/2021);34;Bloco J90 - (Plataforma elevatoria) - Capacidade 250 Kg - Contratação de empresa especializada em fornecimento de materiais e mão de obra para prestação de serviços de manutenção preventiva e corretiva com COBERTURA TOTAL DE PEÇAS, em plataforma elevatoria vertical na Universidade Estadual de Maringá.;Homologado;10299.96;4679.27;13938066000179;ELETRON ELEVADORES LTDA 
545;2025;Pregão Eletrônico (Lei Federal 14.133/2021);35;Bloco J90 - (Plataforma elevatoria) - Capacidade 250 Kg - Contratação de empresa especializada em fornecimento de materiais e mão de obra para prestação de serviços de manutenção preventiva e corretiva com COBERTURA TOTAL DE PEÇAS, em plataforma elevatoria vertical na Universidade Estadual de Maringá.;Homologado;10299.96;4678.24;13938066000179;ELETRON ELEVADORES LTDA 
545;2025;Pregão Eletrônico (Lei Federal 14.133/2021);36;Bloco B34 - (Plataforma elevatoria) - Capacidade 280 Kg - Contratação de empresa especializada em fornecimento de materiais e mão de obra para prestação de serviços de manutenção preventiva e corretiva com COBERTURA TOTAL DE PEÇAS, em plataforma elevatoria vertical na Universidade Estadual de Maringá.;Homologado;10299.96;4678.24;13938066000179;ELETRON ELEVADORES LTDA 
545;2025;Pregão Eletrônico (Lei Federal 14.133/2021);37;Bloco B07 - 12 passageiros/duas paradas 900KG -  numero de tombo 310009197290 - Contratação de empresa especializada em fornecimento de materiais e mão de obra para prestação de serviços de manutenção preventiva e corretiva com COBERTURA TOTAL DE PEÇAS, em elevador na Universidade Estadual de Maringá.;Homologado;17880.00;9599.77;13938066000179;ELETRON ELEVADORES LTDA 
547;2025;Pregão Eletrônico (Lei Federal 14.133/2021);1;Lote 01 - Centro de Convivência - Jogos Escolares - Foz do Iguaçu - 11 a 19 de julho de 2025. ;Homologado;38300.00;23999.00;10857708000117;Telvono Prestação de Serviços em Telecomunicações LTDA
547;2025;Pregão Eletrônico (Lei Federal 14.133/2021);2;Lote 02 - Centro de Convivência - Jogos Escolares - Toledo - 01 a 09 de agosto de 2025;Homologado;38300.00;26499.00;10857708000117;Telvono Prestação de Serviços em Telecomunicações LTDA
547;2025;Pregão Eletrônico (Lei Federal 14.133/2021);3;Lote 03 - Premiação de eventos dos Jogos de Rendimento;Homologado;192000.00;121100.00;38463348000198;VIOLA PRODUCOES E EVENTOS LTDA
548;2025;Pregão Eletrônico (Lei Federal 14.133/2021);1;ATORVASTATINA CALCICA, 40 MG;Declarado Vencedor;1556380.10;;12889035000102;INOVAMED HOSPITALAR LTDA.
548;2025;Pregão Eletrônico (Lei Federal 14.133/2021);2;ATORVASTATINA CALCICA, 40 MG;Declarado Vencedor;15275902.50;;12889035000102;INOVAMED HOSPITALAR LTDA.
548;2025;Pregão Eletrônico (Lei Federal 14.133/2021);3;BEZAFIBRATO, 200 MG;Declarado Vencedor;1244815.20;;09944371000520;SULMEDIC COMÉRCIO DE MEDICAMENTOS LTDA - FILIAL 
548;2025;Pregão Eletrônico (Lei Federal 14.133/2021);4;CALCITONINA SINTETICA DE SALMAO, 200 UI/DOSE;Declarado Vencedor;58789.50;;61282661000141;LABORATORIO QUIMICO FARMACEUTICO BERGAMO LTDA
548;2025;Pregão Eletrônico (Lei Federal 14.133/2021);4;CALCITONINA SINTETICA DE SALMAO, 200 UI/DOSE;Declarado Vencedor;58789.50;;61282661000141;LABORATORIO QUIMICO FARMACEUTICO BERGAMO LTDA
548;2025;Pregão Eletrônico (Lei Federal 14.133/2021);5;CALCITRIOL, 0,25 MCG;Declarado Vencedor;7484332.80;;12420164000238;CM HOSPITALAR S.A.
548;2025;Pregão Eletrônico (Lei Federal 14.133/2021);5;CALCITRIOL, 0,25 MCG;Declarado Vencedor;7484332.80;;12420164000238;CM HOSPITALAR S.A.
548;2025;Pregão Eletrônico (Lei Federal 14.133/2021);6;CLOPIDOGREL, BISSULFATO, 75 MG;Declarado Vencedor;1562214.60;;05912018000183;MERCO SOLUCOES EM SAUDE S/A
548;2025;Pregão Eletrônico (Lei Federal 14.133/2021);7;FENOFIBRATO, 200MG, CÁPSULA;Declarado Vencedor;1050321.60;;09944371000520;SULMEDIC COMÉRCIO DE MEDICAMENTOS LTDA - FILIAL 
548;2025;Pregão Eletrônico (Lei Federal 14.133/2021);8;GABAPENTINA, 400 MG;Declarado Vencedor;14688.00;;94389400000184;MCW PRODUTOS MÉDICOS E HOSPITALARES LTDA
548;2025;Pregão Eletrônico (Lei Federal 14.133/2021);8;GABAPENTINA, 400 MG;Declarado Vencedor;14688.00;;94389400000184;MCW PRODUTOS MÉDICOS E HOSPITALARES LTDA
548;2025;Pregão Eletrônico (Lei Federal 14.133/2021);9;LAMOTRIGINA, 100 MG;Declarado Vencedor;3355413.60;;00656468000139;SOMA/PR COMERCIO DE PRODUTOS HOSPITALARES LTDA
548;2025;Pregão Eletrônico (Lei Federal 14.133/2021);10;LAMOTRIGINA, 25 MG;Declarado Vencedor;1252022.00;;00656468000139;SOMA/PR COMERCIO DE PRODUTOS HOSPITALARES LTDA
548;2025;Pregão Eletrônico (Lei Federal 14.133/2021);11;MESALAZINA , 400 MG;Declarado Vencedor;468663.00;;94389400000184;MCW PRODUTOS MÉDICOS E HOSPITALARES LTDA
548;2025;Pregão Eletrônico (Lei Federal 14.133/2021);11;MESALAZINA , 400 MG;Declarado Vencedor;468663.00;;94389400000184;MCW PRODUTOS MÉDICOS E HOSPITALARES LTDA
548;2025;Pregão Eletrônico (Lei Federal 14.133/2021);12;MESALAZINA, 250 MG;Declarado Vencedor;971561.70;;12420164000238;CM HOSPITALAR S.A.
548;2025;Pregão Eletrônico (Lei Federal 14.133/2021);12;MESALAZINA, 250 MG;Declarado Vencedor;971561.70;;12420164000238;CM HOSPITALAR S.A.
548;2025;Pregão Eletrônico (Lei Federal 14.133/2021);13;MESALAZINA, 800 MG;Declarado Vencedor;6947017.40;;09944371000520;SULMEDIC COMÉRCIO DE MEDICAMENTOS LTDA - FILIAL 
548;2025;Pregão Eletrônico (Lei Federal 14.133/2021);14;PIRIDOSTIGMINA, BROMETO, 60MG;Declarado Vencedor;567814.50;;12889035000102;INOVAMED HOSPITALAR LTDA.
549;2025;Pregão Eletrônico (Lei Federal 14.133/2021);1;SERVIÇOS ASSISTENCIAIS À SAÚDE;Suspenso;1029971.28;;;
549;2025;Pregão Eletrônico (Lei Federal 14.133/2021);2;SERVIÇOS ASSISTENCIAIS À SAÚDE;Suspenso;414595.08;;;
549;2025;Pregão Eletrônico (Lei Federal 14.133/2021);3;SERVIÇOS ASSISTENCIAIS À SAÚDE;Suspenso;20399599.56;;;
549;2025;Pregão Eletrônico (Lei Federal 14.133/2021);4;SERVIÇOS ASSISTENCIAIS À SAÚDE;Suspenso;940685.52;;;
549;2025;Pregão Eletrônico (Lei Federal 14.133/2021);5;SERVIÇOS ASSISTENCIAIS À SAÚDE;Suspenso;358851.36;;;
549;2025;Pregão Eletrônico (Lei Federal 14.133/2021);6;SERVIÇOS ASSISTENCIAIS À SAÚDE;Suspenso;359483.28;;;
549;2025;Pregão Eletrônico (Lei Federal 14.133/2021);7;SERVIÇOS ASSISTENCIAIS À SAÚDE;Suspenso;274115.88;;;
549;2025;Pregão Eletrônico (Lei Federal 14.133/2021);8;SERVIÇOS ASSISTENCIAIS À SAÚDE;Suspenso;105077.76;;;
549;2025;Pregão Eletrônico (Lei Federal 14.133/2021);9;SERVIÇOS ASSISTENCIAIS À SAÚDE;Suspenso;979233.60;;;
550;2025;Pregão Eletrônico (Lei Federal 14.133/2021);1;Embalagem filme stretch - Ampla Participação;Homologado;92287.50;71531.25;44207436000121;JORDAO LICITACOES E SERVICOS LTDA
550;2025;Pregão Eletrônico (Lei Federal 14.133/2021);2;Embalagem Filme Stretch - Participação exclusiva ME/EPP;Homologado;30762.50;23843.75;44207436000121;JORDAO LICITACOES E SERVICOS LTDA
551;2025;Pregão Eletrônico (Lei Federal 14.133/2021);1;Lote 01 - Ampla concorrência - Para atendimento das Unidades Socioeducativas das cidades de Ponta Grossa, Curitiba, Fazenda Rio Grande, Piraquara e São José dos Pinhais;Fase Certame;1060973.33;;;
551;2025;Pregão Eletrônico (Lei Federal 14.133/2021);2;Lote 02 - Ampla concorrência - Para atendimento das Unidades Socioeducativas das cidades de Campo Mourão, Paranavaí, Umuarama, Londrina e Maringá;Fase Certame;1024200.00;;;
551;2025;Pregão Eletrônico (Lei Federal 14.133/2021);3;Lote 03 - Ampla concorrência - Para atendimento das Unidades Socioeducativas das cidades de Cascavel, Foz do Iguaçu, Toledo, Pato Branco e Laranjeiras do Sul;Fase Certame;754906.67;;;
554;2025;Pregão Eletrônico (Lei Federal 14.133/2021);1;ITEM 01 - PAPEL SULFITE A4 BRANCO;Homologado;868.56;858.00;39700820000121;Mbem Comércio e Distribuição de Materiais Escolares Ltda.
554;2025;Pregão Eletrônico (Lei Federal 14.133/2021);2;ITEM 02 - PAPEL SULFITE A4 AZUL;Homologado;434.28;429.00;39700820000121;Mbem Comércio e Distribuição de Materiais Escolares Ltda.
554;2025;Pregão Eletrônico (Lei Federal 14.133/2021);3;ITEM 03 - PAPEL SULFITE A4 ROSA;Homologado;434.28;429.00;39700820000121;Mbem Comércio e Distribuição de Materiais Escolares Ltda.
554;2025;Pregão Eletrônico (Lei Federal 14.133/2021);4;ITEM 04 - LÁPIS DE COR;Homologado;1042.80;997.92;39700820000121;Mbem Comércio e Distribuição de Materiais Escolares Ltda.
554;2025;Pregão Eletrônico (Lei Federal 14.133/2021);5;ITEM 05 - GIZ DE CERA;Homologado;355.08;310.20;39700820000121;Mbem Comércio e Distribuição de Materiais Escolares Ltda.
554;2025;Pregão Eletrônico (Lei Federal 14.133/2021);6;ITEM 06 - TINTA GUACHE;Homologado;607.20;361.68;39700820000121;Mbem Comércio e Distribuição de Materiais Escolares Ltda.
554;2025;Pregão Eletrônico (Lei Federal 14.133/2021);7;ITEM 07 - PINCEL CHATO TINTA GUACHE;Homologado;3346.65;1507.50;39700820000121;Mbem Comércio e Distribuição de Materiais Escolares Ltda.
554;2025;Pregão Eletrônico (Lei Federal 14.133/2021);8;ITEM 08 - MASSA DE MODELAR;Homologado;378.84;298.32;39700820000121;Mbem Comércio e Distribuição de Materiais Escolares Ltda.
554;2025;Pregão Eletrônico (Lei Federal 14.133/2021);9;ITEM 09 - CANETA ESFEROGRÁFICA;Homologado;894.45;733.65;39700820000121;Mbem Comércio e Distribuição de Materiais Escolares Ltda.
554;2025;Pregão Eletrônico (Lei Federal 14.133/2021);10;ITEM 10 - PASTA DE PLÁSTICO LISA;Homologado;1899.45;1527.60;39700820000121;Mbem Comércio e Distribuição de Materiais Escolares Ltda.
554;2025;Pregão Eletrônico (Lei Federal 14.133/2021);11;ITEM 11 - CADERNO ESPIRAL COM PAUTA;Homologado;3055.20;2391.90;39700820000121;Mbem Comércio e Distribuição de Materiais Escolares Ltda.
554;2025;Pregão Eletrônico (Lei Federal 14.133/2021);12;ITEM 12 - BLOCO FLIP CHART;Homologado;2613.60;2612.94;39700820000121;Mbem Comércio e Distribuição de Materiais Escolares Ltda.
554;2025;Pregão Eletrônico (Lei Federal 14.133/2021);13;ITEM 13 - PINCEL ATÔMICO PRETO;Homologado;1698.45;1155.75;39700820000121;Mbem Comércio e Distribuição de Materiais Escolares Ltda.
554;2025;Pregão Eletrônico (Lei Federal 14.133/2021);14;ITEM 14 - PINCEL ATOMICO AZUL;Homologado;1698.45;1155.75;39700820000121;Mbem Comércio e Distribuição de Materiais Escolares Ltda.
554;2025;Pregão Eletrônico (Lei Federal 14.133/2021);15;ITEM 15 - PINCEL ATOMICO VERMELHO;Homologado;1698.45;1155.75;39700820000121;Mbem Comércio e Distribuição de Materiais Escolares Ltda.
554;2025;Pregão Eletrônico (Lei Federal 14.133/2021);16;ITEM 16 - LAPIS PRETO PRE APONTADO;Homologado;27.00;25.00;39700820000121;Mbem Comércio e Distribuição de Materiais Escolares Ltda.
554;2025;Pregão Eletrônico (Lei Federal 14.133/2021);17;ITEM 17 - BORRACHA COR BRANCA;Homologado;264.00;250.80;39700820000121;Mbem Comércio e Distribuição de Materiais Escolares Ltda.
554;2025;Pregão Eletrônico (Lei Federal 14.133/2021);18;ITEM 18 - TESOURA;Homologado;3511.20;3036.00;39700820000121;Mbem Comércio e Distribuição de Materiais Escolares Ltda.
554;2025;Pregão Eletrônico (Lei Federal 14.133/2021);19;ITEM 19 - COLA TIPO PLASTICA BRANCA;Homologado;192.00;110.40;39700820000121;Mbem Comércio e Distribuição de Materiais Escolares Ltda.
554;2025;Pregão Eletrônico (Lei Federal 14.133/2021);20;ITEM 20 - FITA ADESIVA CREPE;Homologado;285.12;228.36;39700820000121;Mbem Comércio e Distribuição de Materiais Escolares Ltda.
554;2025;Pregão Eletrônico (Lei Federal 14.133/2021);21;ITEM 21 - ROLO BARBANTE CRU 90 M;Homologado;475.20;250.80;39700820000121;Mbem Comércio e Distribuição de Materiais Escolares Ltda.
555;2025;Pregão Eletrônico (Lei Federal 14.133/2021);1;Placas de sinalização.;Homologado;16632.82;13940.00;11355566000152;C2VENDAS LTDA 
555;2025;Pregão Eletrônico (Lei Federal 14.133/2021);2;Adesivos e envelopamento veículo.;Fracassado;10402.38;;;
555;2025;Pregão Eletrônico (Lei Federal 14.133/2021);3;Lona para backdrop.;Homologado;3390.80;3280.00;11355566000152;C2VENDAS LTDA 
555;2025;Pregão Eletrônico (Lei Federal 14.133/2021);4;Bloco de notas, caixas, cartão de visita, envelopes, pastas.;Homologado;32722.00;32700.00;11355566000152;C2VENDAS LTDA 
555;2025;Pregão Eletrônico (Lei Federal 14.133/2021);5;caneca;Homologado;9612.00;8568.00;11355566000152;C2VENDAS LTDA 
556;2025;Pregão Eletrônico (Lei Federal 14.133/2021);1;"Locação sob demanda de aeronaves de asa fixa  avião  por horas de voo para combate a incêndios florestais 
com capacidade mínima de 1.500 (mil e quinhentos) litros.";Fase Certame;12542500.00;;;
556;2025;Pregão Eletrônico (Lei Federal 14.133/2021);2;Locação sob demanda de aeronaves de asa fixa  avião- por horas de voo para combate a incêndios florestais aeronave com capacidade mínima de 900 (novecentos) litros;Fase Certame;7042500.00;;;
557;2025;Pregão Eletrônico (Lei Federal 14.133/2021);1;"EXCLUSIVA - BATERIA SELADA 12 V X 9,0 AH, MEDINDO 15,0 CM DE COMPRIMENTO X 6,4 CM DE LARGURA X 9,4 CM DE ALTURA. 

PE";Homologado;18650.00;8900.00;09636384000299;LINKMARKET INFORMATICA E TELECOMUNICACOES LTDA - EPP
557;2025;Pregão Eletrônico (Lei Federal 14.133/2021);2;"EXCLUSIVA - BRAÇO ARTICULADO /ADAPTADOR FLEXIVEL PARA CIRCUITO DE VENTILAÇÃO UTILIZADO EM INCUBADORAS, INCUBADORAS DE TRANSPORTE, BERÇOS AQUECIDOS E UNIDADES HÍBRIDAS - COMPATÍVEL COM EQUIPAMENTO DA MARCA FANEM 

UN";Homologado;28620.00;28620.00;34246709000193;VERSSERV VENDASONLINE LTDA
557;2025;Pregão Eletrônico (Lei Federal 14.133/2021);3;"EXCLUSIVA - COPO DE DRENO PARA VENTILADOR MICROPROCESSADO DA MARCA NELLCOR PURITAN MODELO 840. 

PE";Fracassado;716.10;;;
557;2025;Pregão Eletrônico (Lei Federal 14.133/2021);4;"EXCLUSIVA - ELETRODO PARA EXAME DE ELETROENCEFALOGRAMA EEG , COM 1,22 METROS DE EXTENSÃO, CONCHA BANHADA A OURO, TERMOCONTRÁTIL, DE EXCELENTE CONDUTIVIDADE, PINOS COMPATÍVEIS COM APARELHO DA MARCA NEUROVIRTUAL MODELO BRAIN WAVE II, POSSUIR REGISTRO NA ANVISA. EMBALAGEM CONTENDO 5 UNIDADES. 

PC5";Fracassado;6150.00;;;
557;2025;Pregão Eletrônico (Lei Federal 14.133/2021);5;"EXCLUSIVA - FILTRO EXALAÇÃO PARA VENTILADOR MICROPROCESSADO DA MARCA NELLCOR PURITAN MODELO 840. 

PE";Fracassado;13944.60;;;
557;2025;Pregão Eletrônico (Lei Federal 14.133/2021);6;"EXCLUSIVA - FILTRO INSPIRATÓRIO REUTILIZÁVEL P/ VENTILADOR MICROPROCESSADO ADULTO/PEDIÁTRICO COVIDIEN NELLCOR PURITAN BENNETT 840. 4-074600-00 

UN";Fracassado;8089.20;;;
