numprocesso;ano;modalidade;situacao;objeto;orgao;criteriojulgamento;valor_estimado;valor_ou_desconto_homologado;dataabertura;datahomologacao;arquivo;objeto_normalizado;diferenca_valor;variacao_percentual;proporcao_homologado_estimado;flag_homologado_acima_estimado;flag_houve_desconto;lead_time_dias;criterio_menor_preco;flag_situacao_certame;flag_informatica
721;2023;Pregão Eletrônico;Homologado;CONTRATAÇÃO DE PRESTAÇÃO DE SERVIÇO DE ADEQUAÇÃO DOS SISTEMAS ESTRUTURAIS, IMPERMEABILIZAÇÃO, COBERTURA, FECHAMENTOS, REVESTIMENTOS E PINTURAS INTERNAS E EXTERNAS, COM FORNECIMENTO DE MATERIAIS.;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Menor Preço;88064931.0;84991465.0;2023-05-25;2023-06-29;TB_LICITACOES-2023.csv;contratação de prestação de serviço de adequação dos sistemas estruturais, impermeabilização, cobertura, fechamentos, revestimentos e pinturas internas e externas, com fornecimento de materiais.;3073466.0;3.4899998956451803;0.9651000010435482;False;True;35.0;True;False;True
733;2023;Pregão Eletrônico;Homologado;Contratação de empresa para prestação de serviços contínuos de manutenção preventiva e corretiva com fornecimento de peças, para os aparelhos de ar condicionado e do sistema VRV/VRF MUIT V5 evaporadoras e condensadoras do Centro Previdenciário de Curitiba - Blocos A e B, localizados na Rua Inácio Lustosa, 700 - Curitiba - PR, conforme condições estabelecidas neste edital.;PRPREV-Serviço Social Autônomo PARANAPREVIDENCIA;Menor Preço;21020676.0;13679748.0;2023-05-30;2023-09-06;TB_LICITACOES-2023.csv;contratação de empresa para prestação de serviços contínuos de manutenção preventiva e corretiva com fornecimento de peças, para os aparelhos de ar condicionado e do sistema vrv/vrf muit v5 evaporadoras e condensadoras do centro previdenciário de curitiba - blocos a e b, localizados na rua inácio lustosa, 700 - curitiba - pr, conforme condições estabelecidas neste edital.;7340928.0;34.922416386609065;0.6507758361339093;False;True;99.0;True;False;True
735;2023;Pregão Eletrônico;Homologado;Contratação de empresa para prestação de serviços de intermediação para envio e recepção de mensagens curtas - SMS para usuários do Serviço Móvel Pessoal - SMP, por meio de sistema informatizado e serviços correlacionados, pelo prazo de  60 sessenta meses, nos termos do edital e seus anexos.;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Menor Preço;1621740000.0;1208250000.0;2023-07-04;2023-09-14;TB_LICITACOES-2023.csv;contratação de empresa para prestação de serviços de intermediação para envio e recepção de mensagens curtas - sms para usuários do serviço móvel pessoal - smp, por meio de sistema informatizado e serviços correlacionados, pelo prazo de 60 sessenta meses, nos termos do edital e seus anexos.;413490000.0;25.496688741721858;0.7450331125827815;False;True;72.0;True;False;True
746;2023;Pregão Eletrônico;Cancelado;Aquisição de materiais de consumo e periféricos referente à iluminação cênica, sonoplastia e vídeo.;CCTG-Centro Cultural Teatro Guaira;Menor Preço;;;2023-06-01;;TB_LICITACOES-2023.csv;aquisição de materiais de consumo e periféricos referente à iluminação cênica, sonoplastia e vídeo.;0.0;0.0;0.0;False;True;0.0;True;False;True
759;2023;Pregão Eletrônico;Homologado;PREGÃO ELETRÔNICO 158/23 - AQUISIÇÃO DE PEÇAS E EQUIPAMENTOS DE INFORMÁTICA - UNIDADES DE DISCO SÓLIDO/RÍGIDO EXTERNO PORTÁTIL PARA UNIDADES DA UEL.;UEL-Universidade Estadual de Londrina;Menor Preço;3954500.0;1058709.0;2023-09-11;2023-10-04;TB_LICITACOES-2023.csv;pregão eletrônico 158/23 - aquisição de peças e equipamentos de informática - unidades de disco sólido/rígido externo portátil para unidades da uel.;2895791.0;73.22774054874193;0.2677225945125806;False;True;23.0;True;False;True
809;2023;Pregão Eletrônico;Homologado;Contratação através de Sistema de Registro de Preços de empresa especializada em serviços de Manutenção em coberturas nas instalações da Administração dos Portos de Paranaguá e Antonina APPA conforme demanda por um período de 12 doze meses de acordo com as justificativas quantidades estimadas e especificações técnicas descritas no Termo de Referência edital e demais anexos. As especificações técnicas do objeto encontram-se descritas no Anexo II do termo de referência.;APPA-Administração dos Portos de Paranaguá e Antonina;Maior Desconto;560239338.0;2877.0;2023-07-04;2024-02-21;TB_LICITACOES-2023.csv;contratação através de sistema de registro de preços de empresa especializada em serviços de manutenção em coberturas nas instalações da administração dos portos de paranaguá e antonina appa conforme demanda por um período de 12 doze meses de acordo com as justificativas quantidades estimadas e especificações técnicas descritas no termo de referência edital e demais anexos. as especificações técnicas do objeto encontram-se descritas no anexo ii do termo de referência.;560236461.0;99.99948646947743;5.13530522556772e-06;False;True;232.0;False;False;True
815;2023;Pregão Eletrônico;Homologado;Contratação de pessoa jurídica para prestação de serviços de suporte técnico especializado sob demanda para a ferramenta Clarity PPM.;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Menor Preço;62700000.0;59400000.0;2023-07-31;2023-08-15;TB_LICITACOES-2023.csv;contratação de pessoa jurídica para prestação de serviços de suporte técnico especializado sob demanda para a ferramenta clarity ppm.;3300000.0;5.263157894736842;0.9473684210526315;False;True;15.0;True;False;True
820;2023;Pregão Eletrônico;Homologado;CONTRATAÇÃO DE EMPRESA PAR FORNECIMENTO DE PEÇAS E ACESSÓRIOS PARA EQUIPAMENTOS DE INFORMÁTICA.;UEL-Universidade Estadual de Londrina;Menor Preço;17904185.0;9742362.0;2023-12-06;2024-01-29;TB_LICITACOES-2023.csv;contratação de empresa par fornecimento de peças e acessórios para equipamentos de informática.;8161823.0;45.58611855272943;0.5441388144727057;False;True;54.0;True;False;True
826;2023;Pregão Eletrônico;Homologado;"SERVIÇO DE  FORNECIMENTO DE SISTEMA DE COMUNICAÇÃO 
PABX VIRTUAL";FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Menor Preço;450000.0;228000.0;2023-08-10;2023-10-24;TB_LICITACOES-2023.csv;serviço de fornecimento de sistema de comunicação pabx virtual;222000.0;49.333333333333336;0.5066666666666667;False;True;75.0;True;False;True
830;2023;Pregão Eletrônico;Homologado;Contratação de empresa para o fornecimento de certificados digitais para servidores de aplicação.;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Menor Preço;16640000.0;12620000.0;2023-08-22;2023-09-06;TB_LICITACOES-2023.csv;contratação de empresa para o fornecimento de certificados digitais para servidores de aplicação.;4020000.0;24.158653846153847;0.7584134615384616;False;True;15.0;True;False;True
831;2023;Pregão Eletrônico;Homologado;aquisição de equipamentos de informática;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Menor Preço;6648689.0;4149427.0;2023-07-13;2023-10-16;TB_LICITACOES-2023.csv;aquisição de equipamentos de informática;2499262.0;37.59029787676939;0.6240970212323061;False;True;95.0;True;False;True
837;2023;Pregão Eletrônico;Homologado;Aquisição através do Sistema de Registro de Preços de óleo mineral branco USP de elevado grau de pureza na quantidade de 102.840 quilogramas a serem entregue ao longo de 12 meses conforme demanda.;APPA-Administração dos Portos de Paranaguá e Antonina;Menor Preço;378210554.0;209999280.0;2023-06-30;2023-07-28;TB_LICITACOES-2023.csv;aquisição através do sistema de registro de preços de óleo mineral branco usp de elevado grau de pureza na quantidade de 102.840 quilogramas a serem entregue ao longo de 12 meses conforme demanda.;168211274.0;44.47556320704895;0.5552443679295105;False;True;28.0;True;False;True
838;2023;Pregão Eletrônico;Homologado;Contratação de empresa para prestação de serviço de Renovação do Licenciamento Microsoft para Servidores Windows DataCenter e licenças de acesso - CAL.;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Menor Preço;119999157.0;119887500.0;2023-08-11;2023-08-28;TB_LICITACOES-2023.csv;contratação de empresa para prestação de serviço de renovação do licenciamento microsoft para servidores windows datacenter e licenças de acesso - cal.;111657.0;0.09304815366327948;0.9990695184633672;False;True;17.0;True;False;True
874;2023;Pregão Eletrônico;Homologado;Contratação de Empresa de Tecnologia da Informação para locação de licença de uso temporário, implantação, treinamento, e prestação de serviços de suporte e manutenção de software de interfaceamento laboratorial. ;UEM-Universidade Estadual de Maringá;Menor Preço;3780000.0;3738000.0;2023-07-20;2023-07-31;TB_LICITACOES-2023.csv;contratação de empresa de tecnologia da informação para locação de licença de uso temporário, implantação, treinamento, e prestação de serviços de suporte e manutenção de software de interfaceamento laboratorial.;42000.0;1.1111111111111112;0.9888888888888889;False;True;11.0;True;False;True
882;2023;Pregão Eletrônico;Homologado;Aquisição através de SISTEMA DE REGISTRO DE PREÇOS de correias transportadoras correias elevadoras e protetores de borracha para atendimento às necessidades de manutenção do Corredor de Exportação Leste COREX e Silos da Administração dos Portos de Paranaguá e Antonina a serem entregue ao longo de 12 doze meses conforme justificativas especificações técnicas e demais condições estabelecidas neste Termo de Referência anexos e demais elementos do Edital.;APPA-Administração dos Portos de Paranaguá e Antonina;Menor Preço;852211974.0;636790000.0;2023-07-21;2023-09-11;TB_LICITACOES-2023.csv;aquisição através de sistema de registro de preços de correias transportadoras correias elevadoras e protetores de borracha para atendimento às necessidades de manutenção do corredor de exportação leste corex e silos da administração dos portos de paranaguá e antonina a serem entregue ao longo de 12 doze meses conforme justificativas especificações técnicas e demais condições estabelecidas neste termo de referência anexos e demais elementos do edital.;215421974.0;25.277980194162353;0.7472201980583765;False;True;52.0;True;False;True
890;2023;Pregão Eletrônico;Homologado;Contratação de empresa para o fornecimento de 04 bancos de baterias compostos cada um por 46 baterias do tipo VRLA CSB HRL 12500W FR 12V 500W/Cell/1.67V/15Min ou similar incluindo serviços de instalação e configuração das baterias fornecidas. Descarte ecológico das baterias removidas. Garantia. Assistência e suporte técnicos.;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Menor Preço;40046019.0;35000000.0;2023-09-21;2023-10-18;TB_LICITACOES-2023.csv;contratação de empresa para o fornecimento de 04 bancos de baterias compostos cada um por 46 baterias do tipo vrla csb hrl 12500w fr 12v 500w/cell/1.67v/15min ou similar incluindo serviços de instalação e configuração das baterias fornecidas. descarte ecológico das baterias removidas. garantia. assistência e suporte técnicos.;5046019.0;12.600550881224923;0.8739944911877507;False;True;27.0;True;False;True
913;2023;Pregão Eletrônico;Homologado;"contratação de empresa especializada e qualificada, a qual deverá prestar os serviços de 
manutenção preventiva e corretiva Sistema de Aquecimento de Água, aquecimento solar e aquecimento 
a gás, calibração, manutenção de tubulações, conexões, registos válvulas , com fornecimento e troca de peças e acessórios, incluindo os motores de recirculação, bombas , circuitos elétricos, termostatos e controladores de temperatura, painéis elétricos e circuitos de alimentação dos sistemas, bem como o fornecimento de laudos técnicos e ordens de serviço, de manutenção de placas solares, bombas de 
recirculação, manutenção de aquecedores , sensores, ano dos e reparo do sistema e limpeza de placas e reservatórios.";FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Menor Preço;7500000.0;2400000.0;2023-07-31;2023-08-23;TB_LICITACOES-2023.csv;contratação de empresa especializada e qualificada, a qual deverá prestar os serviços de manutenção preventiva e corretiva sistema de aquecimento de água, aquecimento solar e aquecimento a gás, calibração, manutenção de tubulações, conexões, registos válvulas , com fornecimento e troca de peças e acessórios, incluindo os motores de recirculação, bombas , circuitos elétricos, termostatos e controladores de temperatura, painéis elétricos e circuitos de alimentação dos sistemas, bem como o fornecimento de laudos técnicos e ordens de serviço, de manutenção de placas solares, bombas de recirculação, manutenção de aquecedores , sensores, ano dos e reparo do sistema e limpeza de placas e reservatórios.;5100000.0;68.0;0.32;False;True;23.0;True;False;True
931;2023;Pregão Eletrônico;Homologado;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA FORNECIMENTO DE SISTEMA DE EMISSÃO, REGISTRO E PRESERVAÇÃO DE DIPLOMAS EM FORMATO DIGITAL, PARA A UNIVERSIDADE ESTADUAL DE LONDRINA.;UEL-Universidade Estadual de Londrina;Menor Preço;5850000.0;3399996.0;2023-10-30;2023-12-01;TB_LICITACOES-2023.csv;contratação de empresa especializada para fornecimento de sistema de emissão, registro e preservação de diplomas em formato digital, para a universidade estadual de londrina.;2450004.0;41.88041025641026;0.5811958974358974;False;True;32.0;True;False;True
932;2023;Pregão Eletrônico;Homologado;AQUISIÇÃO DE EQUIPAMENTOS E ACESSÓRIOS DE USO EM INFORMÁTICA, PARA A UNIVERSIDADE ESTADUAL DE LONDRINA.;UEL-Universidade Estadual de Londrina;Menor Preço;3454761.0;2298074.0;2023-11-17;2024-01-17;TB_LICITACOES-2023.csv;aquisição de equipamentos e acessórios de uso em informática, para a universidade estadual de londrina.;1156687.0;33.48095570142189;0.6651904429857811;False;True;61.0;True;False;True
936;2023;Pregão Eletrônico;Homologado;Contratação de SISTEMA INFORMATIZADO ESPECIALIZADO NO GERENCIAMENTO DE COMPRAS E  FORNECIMENTO DE MEDICAMENTOS E MATERIAIS MÉDICOS;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Menor Preço;3345245056.0;3345245056.0;2023-08-08;2023-10-23;TB_LICITACOES-2023.csv;contratação de sistema informatizado especializado no gerenciamento de compras e fornecimento de medicamentos e materiais médicos;0.0;0.0;1.0;False;False;76.0;True;False;True
948;2023;Pregão Eletrônico;Homologado;Contratação de empresa para fornecimento de solução de switches de rede tolerante à falhas, incluindo equipamentos de hardware e software, instalação, treinamento, garantia e suporte técnico, de forma a atender plenamente as características descritas neste edital e seus anexos.;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Menor Preço;189451036.0;127723700.0;2023-10-03;2023-10-23;TB_LICITACOES-2023.csv;contratação de empresa para fornecimento de solução de switches de rede tolerante à falhas, incluindo equipamentos de hardware e software, instalação, treinamento, garantia e suporte técnico, de forma a atender plenamente as características descritas neste edital e seus anexos.;61727336.0;32.58221084628959;0.6741778915371041;False;True;20.0;True;False;True
962;2023;Pregão Eletrônico;Homologado;Contratação de pessoa jurídica para serviço de processamento de dados em nuvem privada para banco de dados Oracle a ser implementada na CELEPAR, incluindo serviços técnicos especializados, garantia, instalação, manutenção, suporte técnico e treinamento.;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Menor Preço;1115127760.0;1115127760.0;2023-09-29;2023-10-30;TB_LICITACOES-2023.csv;contratação de pessoa jurídica para serviço de processamento de dados em nuvem privada para banco de dados oracle a ser implementada na celepar, incluindo serviços técnicos especializados, garantia, instalação, manutenção, suporte técnico e treinamento.;0.0;0.0;1.0;False;False;31.0;True;False;True
963;2023;Pregão Eletrônico;Homologado;Aquisição de microcomputadores completos e descktop.;UEM-Universidade Estadual de Maringá;Menor Preço;29721472.0;12710500.0;2023-09-28;2023-11-06;TB_LICITACOES-2023.csv;aquisição de microcomputadores completos e descktop.;17010972.0;57.23462148846463;0.4276537851153536;False;True;39.0;True;False;True
969;2023;Pregão Eletrônico;Anulado;Aquisição de equipamentos de informática;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Menor Preço;321841495.0;;2024-01-19;;TB_LICITACOES-2023.csv;aquisição de equipamentos de informática;0.0;0.0;0.0;False;True;0.0;True;False;True
974;2023;Pregão Eletrônico;Homologado;Contratação através de Sistema de Registro de Preços, de empresa especializada em serviços manutenção das bombas e redes de abastecimento de água, nas áreas sob responsabilidade da Administração dos Portos de Paranaguá e Antonina APPA, incluindo o fornecimento de todo o material, mão de obra, equipamentos e ferramentas necessárias à execução dos serviços, bem como a destinação de todos os resíduos provenientes da obra, conforme demanda, por um período de 12 doze meses, de acordo com as justificativas, quantidades estimadas e especificações técnicas descritas no Termo de Referência, edital e demais anexos.;APPA-Administração dos Portos de Paranaguá e Antonina;Menor Preço;170624302.0;101965488.0;2023-08-31;2023-12-19;TB_LICITACOES-2023.csv;contratação através de sistema de registro de preços, de empresa especializada em serviços manutenção das bombas e redes de abastecimento de água, nas áreas sob responsabilidade da administração dos portos de paranaguá e antonina appa, incluindo o fornecimento de todo o material, mão de obra, equipamentos e ferramentas necessárias à execução dos serviços, bem como a destinação de todos os resíduos provenientes da obra, conforme demanda, por um período de 12 doze meses, de acordo com as justificativas, quantidades estimadas e especificações técnicas descritas no termo de referência, edital e demais anexos.;68658814.0;40.23976256324847;0.5976023743675154;False;True;110.0;True;False;True
994;2023;Pregão Eletrônico;Homologado;CONTRATAÇÃO DE PRESTAÇÃO DE SERVIÇOS DE  MANUTENÇÃO PREVENTIVA PERIODICIDADE MENSAL E CORRETIVA, NOS SISTEMAS DE  CLIMATIZAÇÃO E APARELHOS DE CONDICIONADORES DE AR;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Menor Preço;34599996.0;26341188.0;2023-08-23;2023-11-23;TB_LICITACOES-2023.csv;contratação de prestação de serviços de manutenção preventiva periodicidade mensal e corretiva, nos sistemas de climatização e aparelhos de condicionadores de ar;8258808.0;23.86939004270405;0.7613060995729595;False;True;92.0;True;False;True
1033;2023;Pregão Eletrônico;Homologado;"AQUISIÇÃO DE 
- Banho de Ultrassom,
- Sistema de osmose Reversa,
- Estufas,
- Lupas,
- Sistema de Eletroforese e outros Equipamentos de uso hospitalar e de laboratorios.";UEL-Universidade Estadual de Londrina;Menor Preço;11798924.0;6759750.0;2023-11-17;2023-12-04;TB_LICITACOES-2023.csv;aquisição de - banho de ultrassom, - sistema de osmose reversa, - estufas, - lupas, - sistema de eletroforese e outros equipamentos de uso hospitalar e de laboratorios.;5039174.0;42.70875886648647;0.5729124113351353;False;True;17.0;True;False;True
1043;2023;Pregão Eletrônico;Homologado;Contratação de empresa especializada para prestação de serviço continuado, sem mão de obra exclusiva, para prestação de serviços de impressão distribuída - outsourcing de impressão na modalidade franquia de páginas mais excedente pelo prazo de 60 sessenta meses, incluídos a disponibilização de equipamentos novos, de primeiro uso, em linha de produção, manutenção preventiva e corretiva, suporte técnico, fornecimento de software de monitoramento remoto e gerenciamento dos equipamentos, e contabilização e de bilhetagem nos termos do edital e seus anexos.;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Menor Preço;173640000.0;75516660.0;2023-11-07;2023-11-28;TB_LICITACOES-2023.csv;contratação de empresa especializada para prestação de serviço continuado, sem mão de obra exclusiva, para prestação de serviços de impressão distribuída - outsourcing de impressão na modalidade franquia de páginas mais excedente pelo prazo de 60 sessenta meses, incluídos a disponibilização de equipamentos novos, de primeiro uso, em linha de produção, manutenção preventiva e corretiva, suporte técnico, fornecimento de software de monitoramento remoto e gerenciamento dos equipamentos, e contabilização e de bilhetagem nos termos do edital e seus anexos.;98123340.0;56.509640635798206;0.43490359364201797;False;True;21.0;True;False;True
1077;2023;Pregão Eletrônico;Homologado;AQUISIÇÃO DE - CAMERA FILMADORA PROFISSIONAL, APARELHO TELEFONICO MOVEL, LOUSA DIGITAL, TABLET, NOTEBOOK, IMPRESSORA, NO BREAK E SCANNER PARA A UNIVERSIDADE ESTADUAL DE LONDRINA.;UEL-Universidade Estadual de Londrina;Menor Preço;9707524.0;5636540.0;2023-11-13;2023-12-06;TB_LICITACOES-2023.csv;aquisição de - camera filmadora profissional, aparelho telefonico movel, lousa digital, tablet, notebook, impressora, no break e scanner para a universidade estadual de londrina.;4070984.0;41.93637842152128;0.5806362157847872;False;True;23.0;True;False;True
1111;2023;Pregão Eletrônico;Homologado;"Prestação de serviço de empresa especializada e qualificada para implantar e executar, PMOC 
Plano de Manutenção, Operação e controle, prestação de serviços de manutenção preventiva, corretiva, 
instalação, desinstalação com fornecimento e reposição de peças e acessórios, dos sistemas de 
climatização, refrigeração, trocadores de ar e centrais de ar-condicionado";FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Menor Preço;35110000.0;21699988.0;2023-09-19;2023-10-27;TB_LICITACOES-2023.csv;prestação de serviço de empresa especializada e qualificada para implantar e executar, pmoc plano de manutenção, operação e controle, prestação de serviços de manutenção preventiva, corretiva, instalação, desinstalação com fornecimento e reposição de peças e acessórios, dos sistemas de climatização, refrigeração, trocadores de ar e centrais de ar-condicionado;13410012.0;38.19428083167189;0.6180571916832811;False;True;38.0;True;False;True
1126;2023;Pregão Eletrônico;Homologado;AQUISIÇÃO DE CARTUCHO QPAX EX COM RESINAS E MODULO PROGARD T3 PRE TRATAMENTO PARA SER UTLIZADO EXCLUSIVAMENTE NO SISTEMA DE PRODUCAO DE AGUA ULTRAPURA MILLI-Q DIRECT PARA O PROJETO ANALISE DE AGUA IN NATURA PARA CONSUMO HUMANO;UEL-Universidade Estadual de Londrina;Menor Preço;2999200.0;2400000.0;2023-11-21;2023-12-01;TB_LICITACOES-2023.csv;aquisição de cartucho qpax ex com resinas e modulo progard t3 pre tratamento para ser utlizado exclusivamente no sistema de producao de agua ultrapura milli-q direct para o projeto analise de agua in natura para consumo humano;599200.0;19.978660976260336;0.8002133902373967;False;True;10.0;True;False;True
1150;2023;Pregão Eletrônico;Homologado;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇO LOCAÇÃO DE LICENÇA PARA USO DE SUPORTE PARA GESTÃO DE ESCALA DE PLANTÕES MÉDICOS PARA ATENDER O HOSPITAL UNIVERSITÁRIO DE LONDRINA.;UEL-Universidade Estadual de Londrina;Menor Preço;2994000.0;1440000.0;2023-12-07;2024-02-28;TB_LICITACOES-2023.csv;contratação de empresa especializada na prestação de serviço locação de licença para uso de suporte para gestão de escala de plantões médicos para atender o hospital universitário de londrina.;1554000.0;51.903807615230455;0.48096192384769537;False;True;83.0;True;False;True
1158;2023;Pregão Eletrônico;Homologado;Fornecimento de Solução Multiprocessada com Virtualização de Servidores, incluindo a aquisição de 02 Servidores Multiprocessados de tecnologia RISC 64 bits de alta disponibilidade, serviços de instalação, configuração, ativação e migração, suporte técnico eventual on -site ou remoto de 160 horas e garantia por 60 meses 24x7, nos termos do edital.;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Menor Preço;249150719.0;248885000.0;2023-10-31;2023-11-27;TB_LICITACOES-2023.csv;fornecimento de solução multiprocessada com virtualização de servidores, incluindo a aquisição de 02 servidores multiprocessados de tecnologia risc 64 bits de alta disponibilidade, serviços de instalação, configuração, ativação e migração, suporte técnico eventual on -site ou remoto de 160 horas e garantia por 60 meses 24x7, nos termos do edital.;265719.0;0.10664990294489175;0.9989335009705511;False;True;27.0;True;False;True
1160;2023;Pregão Eletrônico;Fracassado;"Contratação de empresa especializada na prestação de serviços de manutenção
preventiva e corretiva do sistema de combate a incêndio dos Portos de Paranaguá e Antonina, conforme justificativas, normas e demais especificações estabelecidas no Termo de referência, Edital e anexos.
";APPA-Administração dos Portos de Paranaguá e Antonina;Maior Desconto;295509354.0;;2023-10-09;;TB_LICITACOES-2023.csv;contratação de empresa especializada na prestação de serviços de manutenção preventiva e corretiva do sistema de combate a incêndio dos portos de paranaguá e antonina, conforme justificativas, normas e demais especificações estabelecidas no termo de referência, edital e anexos.;0.0;0.0;0.0;False;True;0.0;False;False;True
1167;2023;Pregão Eletrônico;Homologado;"A presente licitação tem por objeto a aquisição de Licenças do software Brics CAD V22/V23 PRO
incluindo Manutenção e suporte técnico e Atualizações de licenças de versão existentes para a versão
atualizada correspondente ao ano da compra, incluindo Manutenção e suporte técnico, de acordo com
as condições constantes no Termo de Referência, Anexo I do Edital";IAT-Instituto Água e Terra (Antigo IAP);Menor Preço;8915000.0;8785000.0;2023-10-04;2023-10-16;TB_LICITACOES-2023.csv;a presente licitação tem por objeto a aquisição de licenças do software brics cad v22/v23 pro incluindo manutenção e suporte técnico e atualizações de licenças de versão existentes para a versão atualizada correspondente ao ano da compra, incluindo manutenção e suporte técnico, de acordo com as condições constantes no termo de referência, anexo i do edital;130000.0;1.4582164890633762;0.9854178351093662;False;True;12.0;True;False;True
1179;2023;Pregão Eletrônico;Homologado;Aquisições através de Sistema de Registro de Preços para possíveis aquisições de roletes e tambores para atendimento às necessidades de manutenção do Corredor de Exportação Leste COREX, Silos Públicos e Terminal Público de Fertilizantes da Administração dos Portos de Paranaguá e Antonina, a serem entregue ao longo de 12 doze meses, conforme justificativas, especificações técnicas e demais condições estabelecidas no Termo de Referência e demais elementos do Edital.;APPA-Administração dos Portos de Paranaguá e Antonina;Menor Preço;287180983.0;195000000.0;2023-10-10;2024-01-18;TB_LICITACOES-2023.csv;aquisições através de sistema de registro de preços para possíveis aquisições de roletes e tambores para atendimento às necessidades de manutenção do corredor de exportação leste corex, silos públicos e terminal público de fertilizantes da administração dos portos de paranaguá e antonina, a serem entregue ao longo de 12 doze meses, conforme justificativas, especificações técnicas e demais condições estabelecidas no termo de referência e demais elementos do edital.;92180983.0;32.098567961235794;0.6790143203876421;False;True;100.0;True;False;True
1181;2023;Pregão Eletrônico;Homologado;"Aquisição através de SISTEMA DE REGISTRO DE PREÇOS, de materiais elétricos para
atendimento às necessidades de manutenção do Corredor de Exportação Leste COREX
e Silos Públicos da Administração dos Portos de Paranaguá e Antonina, a serem
entregues ao longo de 12 doze meses, conforme justificativas, especificações técnicas
e demais condições estabelecidas neste Termo de Referência e demais elementos do
Edital.
";APPA-Administração dos Portos de Paranaguá e Antonina;Menor Preço;132344207.0;103699900.0;2023-10-11;2023-12-21;TB_LICITACOES-2023.csv;aquisição através de sistema de registro de preços, de materiais elétricos para atendimento às necessidades de manutenção do corredor de exportação leste corex e silos públicos da administração dos portos de paranaguá e antonina, a serem entregues ao longo de 12 doze meses, conforme justificativas, especificações técnicas e demais condições estabelecidas neste termo de referência e demais elementos do edital.;28644307.0;21.643793596496444;0.7835620640350356;False;True;71.0;True;False;True
1186;2023;Pregão Eletrônico;Homologado;Contratação de empresa especializada em prestação de serviços para a ampliação e evolução de tecnologias digitais na Central de Atendimento da PARANAPREVIDÊNCIA, provendo capacidades de recursos humanos, softwares e recursos de atendimento automatizado via whatsapp, com ferramentas de mídias sociais e telefonia, para atendimento ativo e receptivo, com consultoria e suporte técnico, visando orientar, organizar e executar o atendimento aos beneficiários, além de ações de relacionamento, coleta de dados, realização de ações de cadastramento, análise dos resultados, com metodologia para elaboração de questionários e definição de amostragens para coleta e análise de informações, com geração dos relatórios de análise e interpretação da qualidade dos serviços prestados;PRPREV-Serviço Social Autônomo PARANAPREVIDENCIA;Menor Preço;152540400.0;60300000.0;2023-10-11;2023-11-28;TB_LICITACOES-2023.csv;contratação de empresa especializada em prestação de serviços para a ampliação e evolução de tecnologias digitais na central de atendimento da paranaprevidência, provendo capacidades de recursos humanos, softwares e recursos de atendimento automatizado via whatsapp, com ferramentas de mídias sociais e telefonia, para atendimento ativo e receptivo, com consultoria e suporte técnico, visando orientar, organizar e executar o atendimento aos beneficiários, além de ações de relacionamento, coleta de dados, realização de ações de cadastramento, análise dos resultados, com metodologia para elaboração de questionários e definição de amostragens para coleta e análise de informações, com geração dos relatórios de análise e interpretação da qualidade dos serviços prestados;92240400.0;60.469488738721026;0.3953051126127898;False;True;48.0;True;False;True
1187;2023;Pregão Eletrônico;Homologado;Contratação através de Sistema de Registro de Preços, de empresa especializada em serviços de manutenção em pintura e lavagens das edificações da Administração dos Portos de Paranaguá e Antonina APPA conforme demanda, por um período de 12 doze meses, de acordo com as justificativas, quantidades estimadas e especificações técnicas descritas no Termo de Referência, edital e demais anexos.;APPA-Administração dos Portos de Paranaguá e Antonina;Menor Preço;331570578.0;246000000.0;2023-10-26;2024-01-25;TB_LICITACOES-2023.csv;contratação através de sistema de registro de preços, de empresa especializada em serviços de manutenção em pintura e lavagens das edificações da administração dos portos de paranaguá e antonina appa conforme demanda, por um período de 12 doze meses, de acordo com as justificativas, quantidades estimadas e especificações técnicas descritas no termo de referência, edital e demais anexos.;85570578.0;25.807651123978797;0.741923488760212;False;True;91.0;True;False;True
