numprocesso,ano,orgao,modalidade,valor_total,lsl_cap,razao_vt_lsl,flag_irregular,participantes,vencedores,qtd_itens,excedente
593,2023,FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,Pregão Eletrônico (Lei Federal 14.133/2021),798002.59,1500000.0,0.5320017266666667,0,6,23,28.0,0.0
182,2024,UENP-Universidade Estadual do Norte do Paraná,Concorrência Eletrônica (Lei Federal 14.133/2021),797610.12,1500000.0,0.53174008,0,18,71,81.0,0.0
1861,2024,UEL-Universidade Estadual de Londrina,Pregão Eletrônico (Lei Federal 14.133/2021),345600.0,650000.0,0.5316923076923077,0,1,1,1.0,0.0
313,2023,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico (Lei Federal 14.133/2021),345301.0,650000.0,0.5312323076923077,0,17,27,65.0,0.0
482,2024,SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE,Pregão Eletrônico (Lei Federal 14.133/2021),345210.0,650000.0,0.5310923076923076,0,3,3,8.0,0.0
683,2025,SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE,Pregão Eletrônico (Lei Federal 14.133/2021),345210.0,650000.0,0.5310923076923076,0,3,4,18.0,0.0
1799,2024,UEPG-Universidade Estadual de Ponta Grossa,Pregão Eletrônico (Lei Federal 14.133/2021),345180.0,650000.0,0.5310461538461538,0,1,11,11.0,0.0
414,2023,SESP-Secretaria de Estado da Segurança Pública,Pregão Eletrônico,344960.77,650000.0,0.530708876923077,0,5,32,163.0,0.0
946,2023,FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,Pregão Eletrônico,344452.02,650000.0,0.5299261846153847,0,14,30,43.0,0.0
72,2024,UEL-Universidade Estadual de Londrina,Pregão Eletrônico,344402.56,650000.0,0.5298500923076923,0,10,19,63.0,0.0
899,2024,UEL-Universidade Estadual de Londrina,Pregão Eletrônico (Lei Federal 14.133/2021),344402.56,650000.0,0.5298500923076923,0,6,6,11.0,0.0
412,2023,SESP-Secretaria de Estado da Segurança Pública,Pregão Eletrônico,343700.35,650000.0,0.5287697692307692,0,17,28,43.0,0.0
457,2024,UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria,Pregão Eletrônico (Lei Federal 14.133/2021),343458.72,650000.0,0.5283980307692308,0,23,54,61.0,0.0
76,2024,UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria,Concorrência Eletrônica (Lei Federal 14.133/2021),792548.24,1500000.0,0.5283654933333334,0,28,33,51.0,0.0
1491,2023,FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,Pregão Eletrônico,343282.97,650000.0,0.5281276461538461,0,8,26,27.0,0.0
1514,2024,SECID-Secretaria de Estado das Cidades (Antigo SEDU),Pregão Eletrônico (Lei Federal 14.133/2021),792169.5,1500000.0,0.528113,0,0,0,9.0,0.0
32,2023,FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,Pregão Eletrônico,343000.0,650000.0,0.5276923076923077,0,13,44,544.0,0.0
114,2023,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico (Lei Federal 14.133/2021),342657.0,650000.0,0.5271646153846153,0,9,14,68.0,0.0
314,2025,PRPREV-Serviço Social Autônomo PARANAPREVIDENCIA,Pregão Eletrônico (Lei Federal 14.133/2021),790000.0,1500000.0,0.5266666666666666,0,12,15,36.0,0.0
552,2023,CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB),Pregão Eletrônico,342176.6,650000.0,0.5264255384615384,0,5,21,206.0,0.0
59,2023,SEDEF-Secretaria de Estado do Desenvolvimento Social e Família,Pregão Eletrônico (Lei Federal 14.133/2021),341758.0,650000.0,0.5257815384615384,0,6,6,45.0,0.0
282,2023,FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,Pregão Eletrônico (Lei Federal 14.133/2021),786279.75,1500000.0,0.5241865,0,5,10,23.0,0.0
818,2023,UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria,Pregão Eletrônico (Lei Federal 14.133/2021),340331.85,650000.0,0.5235874615384615,0,6,11,18.0,0.0
1271,2024,UEPG-Universidade Estadual de Ponta Grossa,Pregão Eletrônico (Lei Federal 14.133/2021),340084.16,650000.0,0.5232064,0,20,139,150.0,0.0
202,2023,DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM),Pregão Eletrônico (Lei Federal 14.133/2021),340008.0,650000.0,0.5230892307692308,0,8,14,20.0,0.0
607,2024,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico (Lei Federal 14.133/2021),339976.26,650000.0,0.5230404,0,12,24,30.0,0.0
805,2025,IDR-Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER,Pregão Eletrônico (Lei Federal 14.133/2021),339731.67,650000.0,0.5226641076923076,0,18,29,34.0,0.0
644,2025,UEL-Universidade Estadual de Londrina,Pregão Eletrônico (Lei Federal 14.133/2021),782481.63,1500000.0,0.52165442,0,4,5,33.0,0.0
881,2023,CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná,Pregão Eletrônico,338396.4,650000.0,0.5206098461538462,0,3,3,25.0,0.0
343,2023,FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,Pregão Eletrônico,337280.0,650000.0,0.5188923076923077,0,9,11,19.0,0.0
519,2023,FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,Pregão Eletrônico (Lei Federal 14.133/2021),777587.12,1500000.0,0.5183914133333334,0,8,17,36.0,0.0
57,2024,UNICENTRO-Universidade Estadual do Centro-Oeste,Concorrência Eletrônica (Lei Federal 14.133/2021),776802.54,1500000.0,0.51786836,0,10,38,75.0,0.0
358,2024,SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE,Pregão Eletrônico (Lei Federal 14.133/2021),336600.0,650000.0,0.5178461538461538,0,5,11,68.0,0.0
228,2024,FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,Pregão Eletrônico (Lei Federal 14.133/2021),776670.54,1500000.0,0.51778036,0,17,57,68.0,0.0
564,2024,UEPG-Universidade Estadual de Ponta Grossa,Pregão Eletrônico (Lei Federal 14.133/2021),335850.0,650000.0,0.5166923076923077,0,3,3,3.0,0.0
1041,2023,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico (Lei Federal 14.133/2021),335178.64,650000.0,0.5156594461538462,0,5,14,21.0,0.0
309,2023,FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,Pregão Eletrônico,335000.0,650000.0,0.5153846153846153,0,27,49,226.0,0.0
289,2023,FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,Pregão Eletrônico (Lei Federal 14.133/2021),772014.94,1500000.0,0.5146766266666666,0,32,48,113.0,0.0
426,2023,DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM),Pregão Eletrônico,333672.61,650000.0,0.5133424769230769,0,5,7,23.0,0.0
691,2023,SESP-Secretaria de Estado da Segurança Pública,Pregão Eletrônico (Lei Federal 14.133/2021),333129.93,650000.0,0.5125075846153846,0,3,4,40.0,0.0
996,2025,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico (Lei Federal 14.133/2021),332818.8,650000.0,0.512028923076923,0,9,25,41.0,0.0
32,2025,UEPG-HURCG-Hospital Universitário Regional dos Campos Gerais,Pregão Eletrônico (Lei Federal 14.133/2021),332400.0,650000.0,0.5113846153846154,0,13,44,544.0,0.0
165,2024,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico (Lei Federal 14.133/2021),332200.0,650000.0,0.5110769230769231,0,15,73,82.0,0.0
540,2024,SEIA-Secretaria de Estado da Inovação e Inteligência Artificial (Antigo SEI),Pregão Eletrônico (Lei Federal 14.133/2021),332100.0,650000.0,0.5109230769230769,0,2,8,12.0,0.0
316,2024,ADAPAR-Agência de Defesa Agropecuária do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),332076.1,650000.0,0.5108863076923077,0,7,8,40.0,0.0
694,2025,UEPG-HURCG-Hospital Universitário Regional dos Campos Gerais,Pregão Eletrônico (Lei Federal 14.133/2021),331614.98,650000.0,0.5101768923076923,0,3,3,14.0,0.0
743,2023,CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB),Pregão Eletrônico (Lei Federal 14.133/2021),331500.0,650000.0,0.51,0,4,4,7.0,0.0
557,2024,UEM-Universidade Estadual de Maringá,Pregão Eletrônico (Lei Federal 14.133/2021),331118.0,650000.0,0.5094123076923077,0,10,23,32.0,0.0
446,2023,CCTG-Centro Cultural Teatro Guaira,Pregão Eletrônico (Lei Federal 14.133/2021),330849.51,650000.0,0.5089992461538462,0,8,20,103.0,0.0
842,2025,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico (Lei Federal 14.133/2021),330515.07,650000.0,0.508484723076923,0,4,5,42.0,0.0
1213,2023,FERROESTE-Estrada de Ferro Paraná Oeste S.A.,Pregão Eletrônico,330000.0,650000.0,0.5076923076923077,0,3,3,3.0,0.0
1374,2024,UEL-Universidade Estadual de Londrina,Pregão Eletrônico (Lei Federal 14.133/2021),329441.16,650000.0,0.5068325538461538,0,1,1,54.0,0.0
283,2025,SESP-Secretaria de Estado da Segurança Pública,Pregão Eletrônico (Lei Federal 14.133/2021),329202.6,650000.0,0.5064655384615384,0,3,4,61.0,0.0
426,2023,FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,Pregão Eletrônico (Lei Federal 14.133/2021),758178.37,1500000.0,0.5054522466666667,0,5,7,23.0,0.0
436,2023,SESP-Secretaria de Estado da Segurança Pública,Pregão Eletrônico,328529.12,650000.0,0.5054294153846154,0,4,39,157.0,0.0
449,2024,DER-Departamento de Estradas de Rodagem do Estado do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),328497.24,650000.0,0.5053803692307692,0,9,20,153.0,0.0
617,2023,FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,Pregão Eletrônico (Lei Federal 14.133/2021),757166.59,1500000.0,0.5047777266666666,0,2,3,25.0,0.0
261,2023,FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,Pregão Eletrônico (Lei Federal 14.133/2021),756018.14,1500000.0,0.5040120933333333,0,3,3,39.0,0.0
115,2023,FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,Pregão Eletrônico,327489.0,650000.0,0.5038292307692308,0,5,5,11.0,0.0
1043,2023,CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná,Pregão Eletrônico,755166.6,1500000.0,0.5034444,0,2,2,30.0,0.0
5,2023,DER-Departamento de Estradas de Rodagem do Estado do Paraná,Concorrência Pública,754871.43,1500000.0,0.50324762,0,19,29,105.0,0.0
733,2023,FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,Pregão Eletrônico (Lei Federal 14.133/2021),752623.37,1500000.0,0.5017489133333334,0,3,6,22.0,0.0
56,2024,DER-Departamento de Estradas de Rodagem do Estado do Paraná,Concorrência Eletrônica (Lei Federal 14.133/2021),750795.4,1500000.0,0.5005302666666667,0,4,4,13.0,0.0
1370,2024,UEPG-Universidade Estadual de Ponta Grossa,Pregão Eletrônico (Lei Federal 14.133/2021),324967.83,650000.0,0.4999505076923077,0,17,49,378.0,0.0
1063,2023,UEL-Universidade Estadual de Londrina,Pregão Eletrônico,324585.0,650000.0,0.49936153846153847,0,3,41,53.0,0.0
141,2023,FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,Pregão Eletrônico,324484.64,650000.0,0.49920713846153847,0,12,26,81.0,0.0
293,2023,FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,Pregão Eletrônico,324402.89,650000.0,0.49908136923076923,0,5,5,5.0,0.0
399,2025,SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE,Pregão Eletrônico (Lei Federal 14.133/2021),324172.8,650000.0,0.4987273846153846,0,9,19,282.0,0.0
1087,2023,UEL-Universidade Estadual de Londrina,Pregão Eletrônico,322930.0,650000.0,0.4968153846153846,0,22,59,63.0,0.0
1880,2024,UEL-Universidade Estadual de Londrina,Pregão Eletrônico (Lei Federal 14.133/2021),322611.26,650000.0,0.4963250153846154,0,0,0,26.0,0.0
1122,2023,UEL-Universidade Estadual de Londrina,Pregão Eletrônico,322550.46,650000.0,0.49623147692307695,0,4,29,30.0,0.0
353,2025,FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),322499.57,650000.0,0.4961531846153846,0,17,34,100.0,0.0
1037,2023,UEL-Universidade Estadual de Londrina,Pregão Eletrônico,322185.0,650000.0,0.49566923076923075,0,6,8,11.0,0.0
1357,2024,FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),321980.0,650000.0,0.49535384615384614,0,1,1,1.0,0.0
1424,2023,FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,Pregão Eletrônico,321352.44,650000.0,0.49438836923076923,0,4,9,9.0,0.0
986,2024,FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),321082.44,650000.0,0.49397298461538464,0,4,4,13.0,0.0
902,2023,UEPG-Universidade Estadual de Ponta Grossa,Pregão Eletrônico (Lei Federal 14.133/2021),320697.67,650000.0,0.49338103076923073,0,8,10,20.0,0.0
548,2023,SESP-Secretaria de Estado da Segurança Pública,Pregão Eletrônico (Lei Federal 14.133/2021),320040.8,650000.0,0.49237046153846153,0,5,15,32.0,0.0
81,2023,UNICENTRO-Universidade Estadual do Centro-Oeste,Pregão Eletrônico (Lei Federal 14.133/2021),320019.34,650000.0,0.49233744615384617,0,15,15,24.0,0.0
358,2025,SEEC-Secretaria de Estado da Cultura (Antigo SECC),Pregão Eletrônico (Lei Federal 14.133/2021),319792.85,650000.0,0.49198899999999995,0,5,11,68.0,0.0
1682,2024,UEM-Universidade Estadual de Maringá,Pregão Eletrônico (Lei Federal 14.133/2021),319659.17,650000.0,0.49178333846153843,0,2,3,3.0,0.0
191,2025,ALEP-Assembleia Legislativa do Estado do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),319337.8,650000.0,0.49128892307692307,0,9,15,156.0,0.0
749,2023,UEL-Universidade Estadual de Londrina,Pregão Eletrônico,318750.0,650000.0,0.49038461538461536,0,5,2,6.0,0.0
2223,2024,FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),318490.84,650000.0,0.4899859076923077,0,2,6,58.0,0.0
1675,2024,UEPG-HURCG-Hospital Universitário Regional dos Campos Gerais,Pregão Eletrônico (Lei Federal 14.133/2021),318489.36,650000.0,0.48998363076923074,0,7,12,16.0,0.0
1378,2024,UEM-Universidade Estadual de Maringá,Pregão Eletrônico (Lei Federal 14.133/2021),318374.68,650000.0,0.4898072,0,20,77,90.0,0.0
80,2024,DER-Departamento de Estradas de Rodagem do Estado do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),318350.0,650000.0,0.4897692307692308,0,13,97,157.0,0.0
1025,2023,UEL-Universidade Estadual de Londrina,Pregão Eletrônico,318045.0,650000.0,0.4893,0,11,73,73.0,0.0
422,2023,TCEPR-Tribunal do Contas do Estado do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),733700.0,1500000.0,0.4891333333333333,0,2,3,4.0,0.0
363,2023,SESP-Secretaria de Estado da Segurança Pública,Pregão Eletrônico,317392.87,650000.0,0.48829672307692307,0,6,8,15.0,0.0
1948,2024,UNICENTRO-Universidade Estadual do Centro-Oeste,Pregão Eletrônico (Lei Federal 14.133/2021),732300.0,1500000.0,0.4882,0,1,1,1.0,0.0
701,2023,FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,Pregão Eletrônico (Lei Federal 14.133/2021),729632.4,1500000.0,0.4864216,0,7,7,7.0,0.0
360,2024,UNIOESTE CASC-Universidade Estadual do Oeste do Paraná - Campus Cascavel,Pregão Eletrônico (Lei Federal 14.133/2021),316115.56,650000.0,0.48633163076923075,0,4,4,34.0,0.0
157,2023,FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,Pregão Eletrônico,315695.99,650000.0,0.48568613846153846,0,7,6,10.0,0.0
789,2024,UNESPAR-Universidade Estadual do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),727957.0,1500000.0,0.48530466666666666,0,4,6,14.0,0.0
544,2023,UEPG-HURCG-Hospital Universitário Regional dos Campos Gerais,Pregão Eletrônico,315291.67,650000.0,0.4850641076923077,0,14,20,71.0,0.0
369,2023,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico (Lei Federal 14.133/2021),315045.28,650000.0,0.4846850461538462,0,4,6,27.0,0.0
570,2023,UEPG-Universidade Estadual de Ponta Grossa,Pregão Eletrônico,314978.5,650000.0,0.4845823076923077,0,5,17,14.0,0.0
268,2025,UEM-Universidade Estadual de Maringá,Pregão Eletrônico (Lei Federal 14.133/2021),314766.3,650000.0,0.48425584615384615,0,8,22,54.0,0.0
290,2023,FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,Pregão Eletrônico,314596.89,650000.0,0.48399521538461543,0,2,2,2.0,0.0
1954,2024,UNESPAR-Universidade Estadual do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),724400.0,1500000.0,0.4829333333333333,0,2,11,17.0,0.0
881,2023,SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE,Pregão Eletrônico (Lei Federal 14.133/2021),313845.0,650000.0,0.48283846153846155,0,3,3,25.0,0.0
182,2025,UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria,Pregão Eletrônico (Lei Federal 14.133/2021),313819.35,650000.0,0.482799,0,18,71,81.0,0.0
86,2023,FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,Pregão Eletrônico,313800.0,650000.0,0.4827692307692308,0,8,9,22.0,0.0
249,2024,AMEP-Agência de Assuntos Metropolitanos do Paraná (Antigo COMEC),Concorrência Eletrônica (Lei Federal 14.133/2021),723990.66,1500000.0,0.48266044,0,11,22,64.0,0.0
704,2024,FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),313308.66,650000.0,0.482013323076923,0,12,14,19.0,0.0
1159,2024,UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria,Pregão Eletrônico (Lei Federal 14.133/2021),313150.75,650000.0,0.48177038461538463,0,16,37,98.0,0.0
803,2023,UEPG-HURCG-Hospital Universitário Regional dos Campos Gerais,Pregão Eletrônico (Lei Federal 14.133/2021),312955.48,650000.0,0.4814699692307692,0,11,29,39.0,0.0
254,2023,FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,Pregão Eletrônico (Lei Federal 14.133/2021),721890.14,1500000.0,0.48126009333333336,0,3,3,40.0,0.0
344,2025,SEAB-Secretaria de Estado da Agricultura e do Abastecimento,Pregão Eletrônico (Lei Federal 14.133/2021),312163.2,650000.0,0.48025107692307695,0,2,2,3.0,0.0
1605,2024,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico (Lei Federal 14.133/2021),311554.45,650000.0,0.4793145384615385,0,4,55,36.0,0.0
825,2023,UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria,Pregão Eletrônico (Lei Federal 14.133/2021),311500.0,650000.0,0.47923076923076924,0,13,24,32.0,0.0
47,2023,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico,311252.52,650000.0,0.4788500307692308,0,15,96,236.0,0.0
653,2025,UNICENTRO-Universidade Estadual do Centro-Oeste,Pregão Eletrônico (Lei Federal 14.133/2021),311000.0,650000.0,0.47846153846153844,0,3,7,8.0,0.0
1821,2024,UEM-Universidade Estadual de Maringá,Pregão Eletrônico (Lei Federal 14.133/2021),310460.2,650000.0,0.47763107692307694,0,2,2,2.0,0.0
710,2023,FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,Pregão Eletrônico (Lei Federal 14.133/2021),715816.31,1500000.0,0.4772108733333334,0,5,10,109.0,0.0
194,2024,CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB),Pregão Eletrônico (Lei Federal 14.133/2021),310131.78,650000.0,0.4771258153846154,0,7,18,190.0,0.0
34,2023,UNICENTRO-Universidade Estadual do Centro-Oeste,Concorrência Eletrônica (Lei Federal 14.133/2021),310054.64,650000.0,0.47700713846153847,0,6,7,84.0,0.0
40,2025,UEM-Universidade Estadual de Maringá,Pregão Eletrônico,309957.36,650000.0,0.4768574769230769,0,17,22,32.0,0.0
102,2025,UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria,Pregão Eletrônico (Lei Federal 14.133/2021),309900.0,650000.0,0.4767692307692308,0,7,6,34.0,0.0
843,2024,UEPG-HURCG-Hospital Universitário Regional dos Campos Gerais,Pregão Eletrônico (Lei Federal 14.133/2021),309832.0,650000.0,0.4766646153846154,0,3,5,37.0,0.0
748,2023,SEDEF-Secretaria de Estado do Desenvolvimento Social e Família,Pregão Eletrônico,309758.0,650000.0,0.4765507692307692,0,4,8,134.0,0.0
1667,2024,UEL-Universidade Estadual de Londrina,Pregão Eletrônico (Lei Federal 14.133/2021),309752.2,650000.0,0.47654184615384615,0,5,15,21.0,0.0
750,2023,UEPG-Universidade Estadual de Ponta Grossa,Pregão Eletrônico (Lei Federal 14.133/2021),309355.2,650000.0,0.47593107692307696,0,9,10,34.0,0.0
1016,2025,UEPG-HURCG-Hospital Universitário Regional dos Campos Gerais,Pregão Eletrônico (Lei Federal 14.133/2021),309166.34,650000.0,0.4756405230769231,0,2,2,35.0,0.0
713,2024,SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE,Pregão Eletrônico (Lei Federal 14.133/2021),309000.0,650000.0,0.4753846153846154,0,23,52,61.0,0.0
1024,2023,FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,Pregão Eletrônico,308967.0,650000.0,0.47533384615384616,0,6,17,22.0,0.0
24,2025,IDR-Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER,Concorrência Eletrônica (Lei Federal 14.133/2021),713000.0,1500000.0,0.47533333333333333,0,28,78,166.0,0.0
909,2023,FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,Pregão Eletrônico,308900.0,650000.0,0.47523076923076923,0,2,13,51.0,0.0
912,2023,UEPG-Universidade Estadual de Ponta Grossa,Pregão Eletrônico (Lei Federal 14.133/2021),308887.29,650000.0,0.47521121538461536,0,12,64,221.0,0.0
300,2023,FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,Pregão Eletrônico,308499.99,650000.0,0.4746153692307692,0,14,121,138.0,0.0
2045,2024,UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria,Pregão Eletrônico (Lei Federal 14.133/2021),308100.0,650000.0,0.474,0,5,3,4.0,0.0
1654,2024,UNESPAR-Universidade Estadual do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),307951.87,650000.0,0.4737721076923077,0,0,0,29.0,0.0
1404,2024,UEL-Universidade Estadual de Londrina,Pregão Eletrônico (Lei Federal 14.133/2021),307729.93,650000.0,0.47343066153846153,0,3,11,36.0,0.0
63,2024,CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná,Pregão Eletrônico,307609.18,650000.0,0.4732448923076923,0,10,14,148.0,0.0
1002,2025,FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),307557.6,650000.0,0.4731655384615384,0,3,2,3.0,0.0
1818,2024,UEL-Universidade Estadual de Londrina,Pregão Eletrônico (Lei Federal 14.133/2021),307494.0,650000.0,0.4730676923076923,0,2,3,4.0,0.0
227,2024,FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,Pregão Eletrônico (Lei Federal 14.133/2021),709384.05,1500000.0,0.47292270000000003,0,5,24,179.0,0.0
1046,2024,UEM-Universidade Estadual de Maringá,Pregão Eletrônico (Lei Federal 14.133/2021),307180.12,650000.0,0.47258479999999997,0,9,18,18.0,0.0
226,2023,DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM),Pregão Eletrônico (Lei Federal 14.133/2021),306340.82,650000.0,0.47129356923076926,0,8,14,16.0,0.0
193,2025,ALEP-Assembleia Legislativa do Estado do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),306314.0,650000.0,0.4712523076923077,0,6,12,25.0,0.0
162,2023,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico (Lei Federal 14.133/2021),305889.21,650000.0,0.4705987846153846,0,24,27,40.0,0.0
1747,2024,UEL-Universidade Estadual de Londrina,Pregão Eletrônico (Lei Federal 14.133/2021),305825.35,650000.0,0.47050053846153844,0,0,0,11.0,0.0
1056,2024,CCTG-Centro Cultural Teatro Guaira,Pregão Eletrônico (Lei Federal 14.133/2021),305694.21,650000.0,0.47029878461538466,0,11,33,38.0,0.0
323,2023,FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,Pregão Eletrônico,305500.0,650000.0,0.47,0,3,4,4.0,0.0
249,2023,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico,305317.2,650000.0,0.4697187692307693,0,11,22,64.0,0.0
240,2023,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico,305260.0,650000.0,0.46963076923076924,0,10,25,41.0,0.0
173,2023,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico,305066.0,650000.0,0.4693323076923077,0,15,38,58.0,0.0
1346,2023,APPA-Administração dos Portos de Paranaguá e Antonina,Pregão Eletrônico,304768.6,650000.0,0.4688747692307692,0,5,6,64.0,0.0
1403,2024,TCEPR-Tribunal do Contas do Estado do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),304710.0,650000.0,0.4687846153846154,0,2,2,3.0,0.0
1135,2025,ADAPAR-Agência de Defesa Agropecuária do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),304433.4,650000.0,0.46835907692307693,0,7,13,43.0,0.0
1739,2024,UEM-Universidade Estadual de Maringá,Pregão Eletrônico (Lei Federal 14.133/2021),304237.0,650000.0,0.4680569230769231,0,4,6,6.0,0.0
486,2023,FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,Pregão Eletrônico,303560.99,650000.0,0.4670169076923077,0,12,10,12.0,0.0
126,2025,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico (Lei Federal 14.133/2021),303398.0,650000.0,0.46676615384615383,0,13,22,40.0,0.0
978,2024,UEPG-HURCG-Hospital Universitário Regional dos Campos Gerais,Pregão Eletrônico (Lei Federal 14.133/2021),303346.4,650000.0,0.4666867692307693,0,7,9,22.0,0.0
617,2023,FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,Pregão Eletrônico,302169.84,650000.0,0.46487667692307694,0,2,3,25.0,0.0
1702,2024,SESP-Secretaria de Estado da Segurança Pública,Pregão Eletrônico (Lei Federal 14.133/2021),301994.49,650000.0,0.46460690769230767,0,0,0,17.0,0.0
779,2023,FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,Pregão Eletrônico (Lei Federal 14.133/2021),696631.2,1500000.0,0.46442079999999997,0,3,3,35.0,0.0
347,2023,FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,Pregão Eletrônico,301473.99,650000.0,0.46380613846153845,0,3,3,3.0,0.0
889,2023,UEL-Universidade Estadual de Londrina,Pregão Eletrônico,301000.0,650000.0,0.46307692307692305,0,8,19,560.0,0.0
